	Gene	FBgn	Position	Sample1	Sample2	FPKM1	FPKM2	FoldChange.Log2	TestStat	Pval	Qval
937	CG7016	FBgn0039238	3R:20688653-20690502	young	old	11.8061	26.6893	1.17673	1.12887	0.0093	0.0471715
938	CG7031	FBgn0039027	3R:18630012-18632211	young	old	0.687233	0.0874586	-2.97413	-1.3616	0.007	0.0378031
939	CG7033	FBgn0030086	X:8983360-8986866	young	old	15.8791	38.711	1.28561	2.21666	5e-05	0.000618758
940	CG7044	FBgn0038854	3R:16923891-16927436	young	old	8.43508	14.0963	0.740843	1.32368	0.00145	0.0108075
941	CG7054	FBgn0038972	3R:18290634-18291660	young	old	39.8486	80.4035	1.01273	1.78318	5e-05	0.000618758
942	CG7058	FBgn0030961	X:18700726-18706035	young	old	5.72202	3.41416	-0.744993	-1.22657	0.00285	0.0186261
943	CG7077	FBgn0038946	3R:18177964-18181986	young	old	208.032	82.194	-1.3397	-2.28714	5e-05	0.000618758
944	CG7084	FBgn0038938	3R:18124537-18130142	young	old	27.1693	18.1253	-0.583973	-1.10679	0.00725	0.0389164
945	CG7130	FBgn0037151	3L:22068155-22068856	young	old	3.83268	29.635	2.95087	3.09088	5e-05	0.000618758
946	CG7135	FBgn0030895	X:17997713-17999426	young	old	23.1255	41.4177	0.840761	1.47664	0.00025	0.00250102
947	CG7145	FBgn0037138	3L:21829911-21834464	young	old	201.205	92.2157	-1.12558	-1.90632	5e-05	0.000618758
948	CG7148	FBgn0046301	3L:21823643-21825305	young	old	25.9082	16.8821	-0.617918	-1.07114	0.00875	0.0449658
949	CG7166	FBgn0037107	3L:21613099-21618747	young	old	13.7968	9.35825	-0.560022	-1.0552	0.00995	0.0498726
950	CG7181	FBgn0263911	3L:21532065-21532547	young	old	1809.76	909.856	-0.992086	-1.79335	5e-05	0.000618758
951	CG7194	FBgn0035868	3L:8295463-8297159	young	old	1.05916	3.40573	1.68504	1.3393	0.0044	0.0262923
952	CG7203	FBgn0031942	2L:7752167-7753156	young	old	2292.94	24.6188	-6.5413	-8.33771	5e-05	0.000618758
953	CG7214	FBgn0031940	2L:7743676-7744841	young	old	158.844	0.174616	-9.82921	-6.32565	3e-04	0.00290595
954	CG7215	FBgn0038571	3R:13991163-13992967	young	old	695.444	385.799	-0.850085	-1.53421	1e-04	0.00115824
955	CG7224	FBgn0031971	2L:7998933-8004267	young	old	384.483	233.815	-0.717549	-1.23856	0.0032	0.0204081
956	CG7231	FBgn0031968	2L:7892315-7986786	young	old	38.5883	22.1906	-0.79821	-1.15557	0.0051	0.0295879
957	CG7267	FBgn0265413	X:8965480-8972528	young	old	260.039	534.721	1.04006	1.89632	5e-05	0.000618758
958	CG7280	FBgn0030966	X:18737942-18749892	young	old	7.08593	14.343	1.01732	1.21355	0.00305	0.019631
959	CG7296	FBgn0032283	2L:10686390-10686988	young	old	174.21	269.169	0.627685	1.10209	0.0068	0.0370096
960	CG7299	FBgn0032282	2L:10683766-10684407	young	old	215.429	78.9004	-1.44911	-2.49634	5e-05	0.000618758
961	CG7322	FBgn0030968	X:18749951-18751484	young	old	31.6515	121.935	1.94577	3.0582	5e-05	0.000618758
962	CG7358	FBgn0030974	X:18783042-18787666	young	old	2.46221	4.46355	0.858234	1.187	0.00295	0.0191007
963	CG7365	FBgn0036939	3L:20117395-20120465	young	old	11.5451	6.41589	-0.847563	-1.19066	0.00355	0.0221625
964	CG7369	FBgn0037188	3L:22735163-22741716	young	old	9.395	6.15126	-0.611011	-1.0566	0.0091	0.0464709
965	CG7402	FBgn0036768	3L:17880804-17884504	young	old	4.86664	1.27922	-1.92766	-1.91434	5e-05	0.000618758
966	CG7407	FBgn0037134	3L:21816564-21817671	young	old	46.8614	25.1385	-0.898505	-1.59403	2e-04	0.00208188
967	CG7430	FBgn0036762	3L:17840015-17842483	young	old	126.054	77.7419	-0.697279	-1.13336	0.00605	0.0337748
968	CG7441	FBgn0036763	3L:17842794-17845554	young	old	12.7291	6.91184	-0.880985	-1.46951	0.00035	0.00330503
969	CG7458	FBgn0037144	3L:21948210-21951141	young	old	7.28863	3.91224	-0.897653	-1.17855	0.00445	0.0265423
970	CG7470	FBgn0037146	3L:21965100-21975893	young	old	40.0343	100.991	1.33492	1.93965	5e-05	0.000618758
971	CG7509	FBgn0035575	3L:4803076-4805274	young	old	3.22425	6.41956	0.993508	1.15329	0.005	0.0291115
972	CG7523	FBgn0038533	3R:13494940-13496616	young	old	32.5395	62.9519	0.952059	1.69209	5e-05	0.000618758
973	CG7529	FBgn0037090	3L:21490648-21500643	young	old	9.54048	52.556	2.46172	2.1806	5e-05	0.000618758
974	CG7532	FBgn0261534	2L:14349113-14351510	young	old	140.475	54.4055	-1.36849	-2.23835	5e-05	0.000618758
975	CG7560	FBgn0036157	3L:11418249-11419495	young	old	46.7727	94.7067	1.0178	1.76087	5e-05	0.000618758
976	CG7580	FBgn0036728	3L:17467860-17469224	young	old	824.119	391.651	-1.07328	-1.83716	5e-05	0.000618758
977	CG7582	FBgn0039681	3R:25501397-25507763	young	old	131.651	39.4437	-1.73885	-3.03289	5e-05	0.000618758
978	CG7600	FBgn0064766	3L:11203858-11207197	young	old	18.9245	12.7303	-0.571996	-1.07655	0.0081	0.0422481
979	CG7603	FBgn0036726	3L:17459044-17459868	young	old	312.055	175.651	-0.829085	-1.56916	2e-04	0.00208188
980	CG7630	FBgn0040793	3L:17418587-17419382	young	old	2046.67	978.528	-1.06459	-1.86891	5e-05	0.000618758
981	CG7668	FBgn0036929	3L:19995857-19997706	young	old	24.6559	40.5634	0.718245	1.32341	9e-04	0.00726849
982	CG7695	FBgn0038631	3R:14418739-14447049	young	old	56.8403	181.371	1.67396	1.95203	5e-05	0.000618758
983	CG7708	FBgn0038641	3R:14506327-14511029	young	old	9.42078	4.56006	-1.0468	-1.6204	2e-04	0.00208188
984	CG7712	FBgn0033570	2R:6782015-6785388	young	old	474.961	292.889	-0.697456	-1.23724	0.00225	0.0153201
985	CG7722	FBgn0033574	2R:6827692-6829206	young	old	19.8061	65.2299	1.71959	2.75824	5e-05	0.000618758
986	CG7777	FBgn0033635	2R:7323750-7329728	young	old	11.8456	5.88706	-1.00873	-1.26115	0.00185	0.0131753
987	CG7781	FBgn0032021	2L:8320323-8325299	young	old	181.999	80.845	-1.1707	-1.97425	5e-05	0.000618758
988	CG7829	FBgn0039703	3R:25642449-25643486	young	old	131.413	22.3874	-2.55335	-3.84324	5e-05	0.000618758
989	CG7830	FBgn0032015	2L:8305589-8308188	young	old	80.6205	132.866	0.720756	1.22767	0.0032	0.0204081
990	CG7834	FBgn0039697	3R:25627447-25628675	young	old	122.753	200.358	0.706817	1.22591	0.0026	0.0172814
991	CG7837	FBgn0039696	3R:25620357-25625055	young	old	8.1074	4.60658	-0.815543	-1.28171	0.002	0.0139088
992	CG7896	FBgn0039728	3R:25809173-25816514	young	old	0.788921	0.0889212	-3.14928	-1.94419	0.00085	0.0069335
993	CG7900	FBgn0037548	3R:3919845-3930805	young	old	19.5057	29.8491	0.613788	1.10542	0.0063	0.0348912
994	CG7906	FBgn0036417	3L:14229823-14231372	young	old	7.22112	0.48043	-3.90983	-2.50713	0.00015	0.00164377
995	CG7910	FBgn0037547	3R:3912973-3915290	young	old	0.336691	1.48461	2.14059	1.53369	0.00025	0.00250102
996	CG7918	FBgn0037546	3R:3885005-3912767	young	old	6.72325	3.11058	-1.11197	-1.81526	5e-05	0.000618758
997	CG7943	FBgn0039741	3R:25872196-25877834	young	old	26.8142	16.1824	-0.72857	-1.18217	0.0043	0.0257894
998	CG7966	FBgn0038115	3R:8875119-8877172	young	old	28.7437	87.2934	1.60263	2.78059	5e-05	0.000618758
999	CG7970	FBgn0035252	3L:1653004-1654112	young	old	70.9566	108.636	0.614495	1.14663	0.0047	0.0277789
1000	CG7990	FBgn0030997	X:19090090-19095810	young	old	47.96	22.9523	-1.06319	-2.0349	5e-05	0.000618758
1001	CG7995	FBgn0035266	3L:1738556-1745421	young	old	47.0039	27.9072	-0.752145	-1.36591	0.00105	0.0082679
1002	CG7997	FBgn0034117	2R:12212317-12231684	young	old	17.2417	133.944	2.95766	1.52307	0.008	0.0418607
1003	CG8004	FBgn0036920	3L:19920282-19921586	young	old	45.6871	29.2824	-0.641753	-1.15641	0.00455	0.0270726
1004	CG8008	FBgn0033387	2R:5045411-5048940	young	old	13.0062	23.2088	0.835474	1.47278	3e-04	0.00290595
1005	CG8032	FBgn0037606	3R:4490084-4493076	young	old	20.8999	12.4204	-0.750779	-1.34685	0.00085	0.0069335
1006	CG8036	FBgn0037607	3R:4493725-4499453	young	old	173.781	452.429	1.38042	1.99553	5e-05	0.000618758
1007	CG8046	FBgn0033388	2R:5049541-5052455	young	old	0.651446	3.97696	2.60995	2.14514	5e-05	0.000618758
1008	CG8066	FBgn0038243	3R:10393331-10394532	young	old	17.4226	32.0752	0.8805	1.51001	3e-04	0.00290595
1009	CG8112	FBgn0037612	3R:4526703-4541600	young	old	38.1585	323.066	3.08176	4.67721	5e-05	0.000618758
1010	CG8147	FBgn0043791	3R:5320524-5322452	young	old	14.9681	5.17708	-1.53168	-2.13388	5e-05	0.000618758
1011	CG8177	FBgn0036043	3L:9756651-9779365	young	old	56.922	24.8717	-1.19448	-2.18541	5e-05	0.000618758
1012	CG8187	FBgn0034027	2R:11425717-11428840	young	old	24.8293	15.5831	-0.672059	-1.0889	0.00785	0.0412304
1013	CG8206	FBgn0030679	X:15633278-15634275	young	old	177.083	279.237	0.657065	1.21008	0.00165	0.011996
1014	CG8216	FBgn0033358	2R:4850668-4855687	young	old	63.7616	36.1019	-0.820613	-1.38889	2e-04	0.00208188
1015	CG8245	FBgn0033031	2R:1555897-1557491	young	old	90.8999	37.2478	-1.28712	-2.42832	5e-05	0.000618758
1016	CG8248	FBgn0033347	2R:4802032-4810256	young	old	30.0027	16.8544	-0.831969	-1.11129	0.00675	0.036799
1017	CG8249	FBgn0034045	2R:11731594-11734865	young	old	15.1897	62.6408	2.04401	3.46165	5e-05	0.000618758
1018	CG8258	FBgn0033342	2R:4792346-4794506	young	old	28.2851	50.7895	0.844487	1.57166	0.00015	0.00164377
1019	CG8298	FBgn0033673	2R:7876637-7878946	young	old	9.34037	5.60328	-0.737209	-1.09415	0.00875	0.0449658
1020	CG8301	FBgn0037717	3R:5407033-5412370	young	old	14.2782	7.5631	-0.916762	-1.6065	0.00015	0.00164377
1021	CG8303	FBgn0034143	2R:12482532-12492716	young	old	5.77402	47.8307	3.05029	4.17532	5e-05	0.000618758
1022	CG8321	FBgn0033677	2R:7921452-7923765	young	old	80.5094	53.6886	-0.584541	-1.12075	0.00535	0.0306558
1023	CG8343	FBgn0040502	2R:2067224-2067875	young	old	2087.37	613.346	-1.76691	-2.45292	5e-05	0.000618758
1024	CG8358	FBgn0037727	3R:5501244-5503501	young	old	8.99598	16.5372	0.878366	1.35142	5e-04	0.00444627
1025	CG8360	FBgn0032001	2L:8213178-8214135	young	old	159.115	241.183	0.60006	1.14359	0.005	0.0291115
1026	CG8394	FBgn0033911	2R:10086504-10088226	young	old	46.968	17.1182	-1.45614	-2.53765	5e-05	0.000618758
1027	CG8398	FBgn0035708	3L:6602424-6611280	young	old	7.39156	3.83216	-0.947719	-1.24431	0.0031	0.0198351
1028	CG8408	FBgn0030850	X:17517246-17521929	young	old	62.9515	110.151	0.807175	1.41955	0.00065	0.00551878
1029	CG8449	FBgn0038129	3R:9090076-9097748	young	old	31.7548	49.4054	0.637693	1.07171	0.00865	0.0445457
1030	CG8460	FBgn0031996	2L:8197195-8198813	young	old	11.022	18.7331	0.765203	1.18545	0.0027	0.0178127
1031	CG8481	FBgn0037747	3R:5589371-5595749	young	old	124.437	59.6595	-1.0606	-1.79408	5e-05	0.000618758
1032	CG8500	FBgn0037754	3R:5610407-5616939	young	old	36.1104	21.9045	-0.721187	-1.09779	0.0071	0.0382585
1033	CG8503	FBgn0033917	2R:10131191-10133571	young	old	8.48598	4.21664	-1.00899	-1.34262	0.00195	0.0136879
1034	CG8507	FBgn0037756	3R:5617191-5618840	young	old	48.8379	71.6123	0.552206	1.05089	0.00805	0.0420772
1035	CG8519	FBgn0035711	3L:6698582-6702047	young	old	5.67751	1.85028	-1.61751	-1.22115	0.0064	0.0352849
1036	CG8520	FBgn0033734	2R:8310489-8312964	young	old	48.8604	30.1533	-0.696351	-1.31999	0.00115	0.00886935
1037	CG8525	FBgn0033735	2R:8312987-8315366	young	old	19.2213	37.3437	0.958157	1.60192	0.00015	0.00164377
1038	CG8526	FBgn0037759	3R:5627007-5629183	young	old	0.235795	1.54105	2.70831	1.91931	5e-05	0.000618758
1039	CG8550	FBgn0033742	2R:8359419-8361321	young	old	4.98276	18.1519	1.86511	2.64007	5e-05	0.000618758
1040	CG8586	FBgn0033320	2R:4581243-4583301	young	old	93.8216	168.817	0.847471	1.56044	0.00015	0.00164377
1041	CG8620	FBgn0040837	3L:7151198-7152010	young	old	3.44393	76.681	4.47674	4.67814	5e-05	0.000618758
1042	CG8654	FBgn0034479	2R:15868573-15872262	young	old	40.9158	25.4615	-0.684343	-1.12723	0.00535	0.0306558
1043	CG8665	FBgn0032945	2L:21371231-21377995	young	old	20.4021	67.8407	1.73344	2.91121	5e-05	0.000618758
1044	CG8680	FBgn0031684	2L:5099499-5100214	young	old	289.317	170.333	-0.764291	-1.47087	2e-04	0.00208188
1045	CG8709	FBgn0263593	2R:4024823-4044128	young	old	45.1282	74.6642	0.726387	1.21804	0.0048	0.0282503
1046	CG8713	FBgn0033257	2R:3979202-3985959	young	old	8.24936	1.58561	-2.37924	-2.15736	5e-05	0.000618758
1047	CG8736	FBgn0033308	2R:4481532-4482506	young	old	183.481	4.21462	-5.44408	-5.00406	5e-05	0.000618758
1048	CG8738	FBgn0033321	2R:4583930-4586088	young	old	5.62473	12.089	1.10384	1.43259	7e-04	0.00587687
1049	CG8740	FBgn0027585	2R:4623323-4647095	young	old	9.73301	17.6595	0.859484	1.41349	0.00075	0.00623234
1050	CG8745	FBgn0036381	3L:13839153-13859985	young	old	64.8922	20.321	-1.67508	-2.25954	5e-05	0.000618758
1051	CG8757	FBgn0036380	3L:13834373-13835340	young	old	3.84828	9.75492	1.34192	1.19217	0.00865	0.0445457
1052	CG8768	FBgn0033769	2R:8578812-8580193	young	old	39.776	20.0625	-0.987394	-1.73935	5e-05	0.000618758
1053	CG8776	FBgn0261673	2R:8547001-8557722	young	old	23.7297	14.046	-0.756541	-1.25659	0.00295	0.0191007
1054	CG8785	FBgn0033760	2R:8528194-8535718	young	old	6.26824	43.6183	2.7988	3.91639	5e-05	0.000618758
1055	CG8852	FBgn0031548	2L:3525132-3530317	young	old	5.46875	1.35315	-2.01489	-1.82329	2e-04	0.00208188
1056	CG8861	FBgn0037676	3R:5120689-5154227	young	old	25.1336	8.56103	-1.55376	-2.42167	5e-05	0.000618758
1057	CG8909	FBgn0030706	X:15805012-15814812	young	old	22.5175	14.5703	-0.628019	-1.18658	0.00355	0.0221625
1058	CG8910	FBgn0025833	2R:12761283-12783156	young	old	16.4621	7.866	-1.06545	-1.27174	0.00325	0.0206595
1059	CG8916	FBgn0030707	X:15815987-15818591	young	old	10.9301	4.56613	-1.25926	-1.76073	5e-05	0.000618758
1060	CG8924	FBgn0030710	X:15835111-15838482	young	old	8.27676	4.95421	-0.740409	-1.19432	0.0031	0.0198351
1061	CG8965	FBgn0031745	2L:5859761-5879481	young	old	1.61311	6.2636	1.95715	2.20003	5e-05	0.000618758
1062	CG9005	FBgn0033638	2R:7506983-7520075	young	old	17.413	9.07466	-0.940249	-1.79651	5e-05	0.000618758
1063	CG9027	FBgn0033631	2R:7267848-7271613	young	old	176.316	97.0729	-0.861021	-1.56914	1e-04	0.00115824
1064	CG9034	FBgn0040931	X:9053540-9054018	young	old	342.727	209.573	-0.709607	-1.3561	0.00115	0.00886935
1065	CG9059	FBgn0266354	X:16863101-16909103	young	old	16.3428	9.62162	-0.7643	-1.46152	0.00035	0.00330503
1066	CG9080	FBgn0033593	2R:7129249-7129700	young	old	616.855	5705.03	3.20923	3.59244	5e-05	0.000618758
1067	CG9090	FBgn0034497	2R:16166560-16168629	young	old	247.461	30.4886	-3.02086	-4.62022	5e-05	0.000618758
1068	CG9119	FBgn0035189	3L:1203315-1204792	young	old	16.7525	69.6284	2.0553	2.93935	5e-05	0.000618758
1069	CG9134	FBgn0035199	3L:1256451-1274498	young	old	10.3168	2.0118	-2.35843	-1.98539	6e-04	0.00516159
1070	CG9140	FBgn0031771	2L:6060509-6062757	young	old	379.019	234.947	-0.689936	-1.13239	0.005	0.0291115
1071	CG9150	FBgn0031775	2L:6067667-6068635	young	old	14.9441	107.004	2.84002	4.23869	5e-05	0.000618758
1072	CG9164	FBgn0030634	X:15274654-15279439	young	old	16.6022	9.64805	-0.783069	-1.32039	0.00135	0.0101708
1073	CG9170	FBgn0030716	X:15872135-15876974	young	old	31.7351	19.4663	-0.705098	-1.33378	0.0012	0.00919686
1074	CG9172	FBgn0030718	X:15879881-15880839	young	old	542.848	298.825	-0.861246	-1.52751	3e-04	0.00290595
1075	CG9175	FBgn0031779	2L:6096694-6098964	young	old	3.48091	7.12759	1.03395	1.26437	0.00355	0.0221625
1076	CG9257	FBgn0032916	2L:21102738-21104329	young	old	30.9612	15.1544	-1.03073	-1.84782	5e-05	0.000618758
1077	CG9265	FBgn0032910	2L:21052831-21069891	young	old	20.223	12.0319	-0.749137	-1.24553	0.00255	0.017007
1078	CG9279	FBgn0036882	3L:19531524-19537272	young	old	14.8435	8.80232	-0.753872	-1.44347	3e-04	0.00290595
1079	CG9297	FBgn0038181	3R:9597319-9605037	young	old	146.416	21.1015	-2.79465	-4.73935	5e-05	0.000618758
1080	CG9302	FBgn0032514	2L:13376448-13378546	young	old	7.80619	14.0573	0.848624	1.39526	0.00065	0.00551878
1081	CG9306	FBgn0032511	2L:13369192-13371083	young	old	457.306	254.671	-0.844527	-1.46673	0.00055	0.00479482
1082	CG9312	FBgn0038179	3R:9591496-9592829	young	old	68.5461	135.123	0.979128	1.71014	5e-05	0.000618758
1083	CG9328	FBgn0032886	2L:20797716-20814030	young	old	110.98	50.9766	-1.1224	-2.02541	5e-05	0.000618758
1084	CG9331	FBgn0032889	2L:20824435-20827724	young	old	111.678	208.958	0.903861	1.66397	1e-04	0.00115824
1085	CG9350	FBgn0034576	2R:16912584-16913591	young	old	566.668	303.232	-0.902082	-1.67588	5e-05	0.000618758
1086	CG9363	FBgn0037697	3R:5283368-5286362	young	old	21.2899	35.7524	0.747871	1.24176	0.00245	0.0164411
1087	CG9368	FBgn0036890	3L:19594735-19597220	young	old	30.8119	20.7091	-0.573226	-1.06698	0.0093	0.0471715
1088	CG9372	FBgn0036891	3L:19599309-19605293	young	old	33.5527	65.2091	0.958645	1.09817	0.0083	0.0430841
1089	CG9376	FBgn0036893	3L:19605559-19606589	young	old	22.8765	12.9845	-0.817076	-1.22167	0.0029	0.0188645
1090	CG9377	FBgn0032507	2L:13359900-13361527	young	old	24.359	98.3146	2.01295	2.83778	5e-05	0.000618758
1091	CG9394	FBgn0034588	2R:16989434-17011220	young	old	64.7242	23.9009	-1.43724	-2.34916	5e-05	0.000618758
1092	CG9395	FBgn0032506	2L:13349822-13355073	young	old	16.4366	10.0918	-0.703722	-1.31295	0.0015	0.0111039
1093	CG9396	FBgn0037714	3R:5396132-5397345	young	old	60.2174	227.696	1.91886	3.26357	5e-05	0.000618758
1094	CG9399	FBgn0037715	3R:5397632-5399927	young	old	201.36	118.43	-0.765741	-1.40586	0.00055	0.00479482
1095	CG9400	FBgn0030562	X:14182116-14195901	young	old	20.7484	4.30975	-2.26732	-2.75553	5e-05	0.000618758
1096	CG9413	FBgn0030574	X:14478765-14496613	young	old	59.6461	36.2521	-0.718363	-1.33335	0.0013	0.00985497
1097	CG9427	FBgn0037721	3R:5450874-5452187	young	old	121.796	57.2226	-1.08981	-2.00377	5e-05	0.000618758
1098	CG9436	FBgn0033101	2R:2645105-2646404	young	old	32.2144	62.4768	0.955615	1.67258	5e-05	0.000618758
1099	CG9449	FBgn0036875	3L:19485372-19489812	young	old	35.6363	18.6286	-0.935828	-1.56177	1e-04	0.00115824
1100	CG9451	FBgn0036876	3L:19491501-19493912	young	old	166.476	79.8368	-1.06019	-1.75497	5e-05	0.000618758
1101	CG9460	FBgn0033115	2R:2773909-2775767	young	old	0.814513	2.68976	1.72347	1.35266	0.00345	0.0216768
1102	CG9486	FBgn0031791	2L:6253122-6322251	young	old	18.7	4.26639	-2.13195	-1.6019	0.00645	0.0355005
1103	CG9498	FBgn0031801	2L:6349392-6351028	young	old	30.9063	104.847	1.76232	3.20236	5e-05	0.000618758
1104	CG9505	FBgn0031805	2L:6367883-6370195	young	old	12.0127	4.26904	-1.49258	-1.93883	1e-04	0.00115824
1105	CG9510	FBgn0032076	2L:8939779-8943264	young	old	35.4388	76.0705	1.10201	1.74222	5e-05	0.000618758
1106	CG9531	FBgn0031817	2L:6466216-6467700	young	old	26.3351	8.94712	-1.55749	-2.42213	5e-05	0.000618758
1107	CG9547	FBgn0031824	2L:6491121-6496986	young	old	15.9917	56.1732	1.81256	1.82749	3e-04	0.00290595
1108	CG9572	FBgn0031089	X:20042158-20049547	young	old	18.9114	8.3535	-1.17881	-1.71194	5e-05	0.000618758
1109	CG9616	FBgn0038214	3R:10070525-10071193	young	old	6.98269	1.17053	-2.57662	-1.65038	0.00195	0.0136879
1110	CG9619	FBgn0036862	3L:19274463-19281669	young	old	25.5704	15.5907	-0.713795	-1.3457	0.0011	0.0085992
1111	CG9631	FBgn0027563	3R:10050819-10052468	young	old	40.5699	64.5117	0.669151	1.25714	0.00195	0.0136879
1112	CG9634	FBgn0027528	X:16621335-16645943	young	old	18.5003	8.05783	-1.19909	-2.14457	5e-05	0.000618758
1113	CG9636	FBgn0037556	3R:4066465-4069514	young	old	32.0723	18.7786	-0.772241	-1.47725	0.00025	0.00250102
1114	CG9657	FBgn0029950	X:7312627-7315672	young	old	21.0423	11.404	-0.883754	-1.44055	0.00025	0.00250102
1115	CG9663	FBgn0031516	2L:3294925-3303129	young	old	9.91846	16.7618	0.756986	1.38325	0.00055	0.00479482
1116	CG9664	FBgn0031515	2L:3291244-3294690	young	old	8.12108	13.7783	0.762654	1.21041	0.0028	0.0183608
1117	CG9674	FBgn0036663	3L:16780914-16800828	young	old	189.816	112.587	-0.753561	-1.18171	0.0041	0.0248648
1118	CG9676	FBgn0030773	X:16590164-16605178	young	old	489.64	140.413	-1.80204	-1.94797	0.00165	0.011996
1119	CG9691	FBgn0030160	X:9778474-9779079	young	old	953.192	1824.74	0.936854	1.46425	0.00045	0.00405706
1120	CG9701	FBgn0036659	3L:16726673-16732471	young	old	12.574	153.836	3.61288	4.78256	5e-05	0.000618758
1121	CG9733	FBgn0039759	3R:26069697-26072425	young	old	3.07132	38.8775	3.662	3.80845	5e-05	0.000618758
1122	CG9757	FBgn0003060	3R:9437587-9438151	young	old	11.9958	132.016	3.46012	4.24899	5e-05	0.000618758
1123	CG9759	FBgn0038160	3R:9434474-9434968	young	old	117.775	1750.82	3.89393	5.85964	5e-05	0.000618758
1124	CG9760	FBgn0036259	3L:12150149-12156835	young	old	5.17897	2.77422	-0.900585	-1.10464	0.0082	0.0426557
1125	CG9766	FBgn0037229	3R:94942-103515	young	old	21.3616	6.44408	-1.72898	-2.30982	5e-05	0.000618758
1126	CG9782	FBgn0030763	X:16509060-16515619	young	old	5.37954	1.69773	-1.66387	-1.57938	0.00035	0.00330503
1127	CG9815	FBgn0034861	2R:19309030-19313420	young	old	10.7039	2.45553	-2.12403	-1.79348	0.00025	0.00250102
1128	CG9876	FBgn0034821	2R:18977625-18981785	young	old	1.23659	0.461252	-1.42274	-1.02657	0.00995	0.0498726
1129	CG9896	FBgn0034808	2R:18881185-18886406	young	old	40.462	22.9278	-0.819466	-1.50769	3e-04	0.00290595
1130	CG9914	FBgn0030737	X:16197946-16202416	young	old	74.9739	260.702	1.79794	2.62417	5e-05	0.000618758
1131	CG9928	FBgn0032472	2L:13142480-13142902	young	old	1171.11	2046.85	0.805526	1.07724	0.007	0.0378031
1132	CG9941	FBgn0030514	X:13612766-13616058	young	old	16.3552	10.29	-0.668509	-1.19179	0.00375	0.0231448
1133	CG9987	FBgn0032781	2L:19430656-19432444	young	old	5.099	12.887	1.33763	1.78623	1e-04	0.00115824
1134	CG9989	FBgn0039593	3R:24496457-24497743	young	old	19.4191	52.0065	1.42122	2.08224	5e-05	0.000618758
1135	CG9996	FBgn0039273	3R:20898450-20900329	young	old	8.24752	13.2234	0.681058	1.04425	0.00975	0.049173
1136	CR42646	FBgn0261429	2R:1250757-1254863	young	old	0.95635	37.4299	5.29051	3.23589	5e-05	0.000618758
1137	CREG	FBgn0025456	3R:13218993-13220362	young	old	56.9378	122.27	1.10261	1.98971	5e-05	0.000618758
1138	Ca-P60A	FBgn0263006	2R:19814478-19823408	young	old	778.292	93.7555	-3.05334	-4.09692	5e-05	0.000618758
1139	CaBP1	FBgn0025678	2L:16354938-16356761	young	old	28.7269	60.5749	1.07632	1.90164	5e-05	0.000618758
1140	Cad74A	FBgn0036715	3L:17360850-17372629	young	old	0.900679	0.352541	-1.35322	-1.29257	0.0019	0.0134529
1141	CadN	FBgn0015609	2L:17649865-17739521	young	old	2.03112	0.966145	-1.07196	-1.57253	2e-04	0.00208188
1142	Calx	FBgn0013995	3R:16803997-16840182	young	old	51.8231	25.4242	-1.02739	-1.89345	5e-05	0.000618758
1143	CanB	FBgn0010014	X:5226777-5228568	young	old	156.531	85.838	-0.866761	-1.63217	5e-05	0.000618758
1144	Caps	FBgn0023095	4:1235703-1275487	young	old	52.9701	30.4615	-0.798192	-1.4286	0.00065	0.00551878
1145	Cat	FBgn0000261	3L:18815705-18821294	young	old	137.165	240.44	0.809759	1.41616	0.00065	0.00551878
1146	Cbp53E	FBgn0004580	2R:12861464-12886099	young	old	136.927	52.9951	-1.36948	-2.33224	5e-05	0.000618758
1147	Cchl	FBgn0038925	3R:17851696-17853198	young	old	142.289	63.7171	-1.15907	-2.19365	5e-05	0.000618758
1148	Ccn	FBgn0052183	3L:17683112-17743688	young	old	15.4903	8.99202	-0.784649	-1.40933	0.001	0.00794467
1149	Ccp84Aa	FBgn0004783	3R:2529803-2530625	young	old	1.38143	0	NA	NA	5e-05	0.000618758
1150	Ccp84Ag	FBgn0004777	3R:2512449-2513761	young	old	15.3943	0.155507	-6.62927	-3.98058	0.00055	0.00479482
1151	Cct1	FBgn0041342	3L:1546080-1553235	young	old	29.0866	55.2614	0.925916	1.58714	5e-05	0.000618758
1152	Cct2	FBgn0035231	3L:1553492-1555325	young	old	77.6307	51.0888	-0.603621	-1.12274	0.0047	0.0277789
1153	Cct5	FBgn0010621	2R:8062280-8066035	young	old	19.3742	52.8843	1.44871	2.15063	5e-05	0.000618758
1154	Cctgamma	FBgn0015019	3R:12473310-12475700	young	old	6.55178	19.9101	1.60354	2.38815	5e-05	0.000618758
1155	Cda4	FBgn0052499	X:21985465-22034545	young	old	3.07944	0.331695	-3.21474	-2.02171	5e-04	0.00444627
1156	Cda5	FBgn0051973	2L:25401-59242	young	old	21.1803	5.99422	-1.82108	-3.22205	5e-05	0.000618758
1157	Cdk4	FBgn0016131	2R:12466980-12472953	young	old	25.6774	15.8315	-0.697702	-1.19418	0.0031	0.0198351
1158	Cdk5alpha	FBgn0027491	2L:10308123-10310736	young	old	150.58	84.4056	-0.83512	-1.53815	0.00035	0.00330503
1159	CdsA	FBgn0010350	3L:8121151-8130313	young	old	400.848	203.712	-0.976525	-1.45145	0.00045	0.00405706
1160	CecA1	FBgn0000276	3R:26036595-26037009	young	old	10.1442	768.3	6.24294	5.26888	5e-05	0.000618758
