Affy ID,Q value (Age),Old,Young,Fold Change (Young/Old),Fold Change (Old/Young),FlyBase ID,Symbol,Name
 144701_at,0.04846927,380.0625,244.9625,0.6,1.6,FBgn0030041,CG12116,---
 144703_at,0.03328203,27.375,139.9375,5.1,0.2,FBgn0030043,CG15349,---
 144704_at,0.0307301,19.4375,69.65,3.6,0.3,FBgn0030044,CG15350,---
 144705_at,0.03837321,63.7625,314.0125,4.9,0.2,FBgn0030045,CG15351,---
 144713_at,0.01154158,234.175,157.1375,0.7,1.5,FBgn0030060,CG2004,---
 144716_at,0.0302553,21.9,42.2625,1.9,0.5,FBgn0030067,CG10648,---
 144724_at,0.000161728,401.6125,165.55,0.4,2.4,FBgn0030079,CG7267,---
 144766_at,0.01929057,154.125,151.525,1.0,1.0,FBgn0030151,CG1354,---
 144770_at,0.002367223,70.3125,46.3875,0.7,1.5,FBgn0030158,CG9686,---
 144771_at,0.01410898,710.7,508.0125,0.7,1.4,FBgn0030160,CG9691,---
 144787_at,0.04315097,549.5375,736.15,1.3,0.7,---,---,---
 144790_at,0.03315773,46.2125,31.4125,0.7,1.5,FBgn0030189,CG2909,---
 144803_at,0.00387471,21.9375,44.8125,2.0,0.5,FBgn0030205,CG17255,---
 144806_at,0.000161728,232.4625,127.3375,0.5,1.8,FBgn0052687,CG32687,---
 144807_at,0.001473957,187.0125,100.6875,0.5,1.9,FBgn0052687,CG32687,---
 144808_at,0.02785804,13.625,23.725,1.7,0.6,FBgn0030216,spri,sprint
 144814_at,0.0132886,40.15,52.8875,1.3,0.8,FBgn0030218,CG1628,---
 144820_at,0.040556,15.375,26.4125,1.7,0.6,FBgn0030224,CG12637,---
 144827_at,0.005053889,126.4125,90.2375,0.7,1.4,FBgn0030234,CG15211,---
 144832_at,0.001036628,75.1,34.4125,0.5,2.2,FBgn0030244,CG2157,---
 144847_at,0.02350707,118.425,84.0875,0.7,1.4,FBgn0030264,CG1961,---
 144850_at,0.004765871,53.25,85.8875,1.6,0.6,FBgn0030268,Klp10A,---
 144856_at,0.01113523,41.0125,80.7,2.0,0.5,FBgn0030280,CG11106,---
 144865_at,0.03528316,44.4625,53.15,1.2,0.8,FBgn0030289,CG1597,---
 144882_at,0.00019802,239.0125,65.5,0.3,3.6,FBgn0030310,PGRP-SA,Peptidoglycan recognition protein SA
 144885_at,0.0196356,13.775,28.125,2.0,0.5,FBgn0030313,CG11697,---
 144889_at,0.01215562,23.5875,33.9875,1.4,0.7,FBgn0030320,CG2247,---
 144907_at,0.03175133,17.0625,37.425,2.2,0.5,---,---,---
 144913_at,0.0260057,55.6,84.4625,1.5,0.7,FBgn0030366,CG1490,---
 144918_at,0.002015586,338.1875,171.9625,0.5,2.0,FBgn0052656,CG32656,---
 144971_at,0.002547489,59.0375,74.4375,1.3,0.8,FBgn0030433,mRpL49,mitochondrial ribosomal protein L49
 144972_at,0.009838851,52.6,70.525,1.3,0.7,FBgn0030434,CG4400,---
 144997_at,0.02229515,6.6125,16.3,2.5,0.4,FBgn0030466,CG15744,---
 144998_at,0.01646704,50.0875,20.675,0.4,2.4,FBgn0030469,CG15745,---
 145008_at,0.01685009,80.7375,71.3,0.9,1.1,FBgn0030485,CG1998,---
 145009_at,0.03095126,3689.325,3146.5625,0.9,1.2,FBgn0030487,CG12726,---
 145022_at,0.04996731,11.8125,28.1125,2.4,0.4,FBgn0030507,CG11164,---
 145025_at,0.04977742,48.35,66.725,1.4,0.7,FBgn0030510,CG12177,---
 145027_at,0.04226035,67.25,90.925,1.4,0.7,FBgn0030512,CG9940,---
 145058_at,0.04269769,149.8125,118.575,0.8,1.3,FBgn0030558,CG1461,---
 145061_at,0.009607776,88.2625,1358.7,15.4,0.1,FBgn0052602,CG32602,---
 145074_at,0.003574768,149.5,76.7,0.5,1.9,FBgn0030575,CG5321,---
 145089_at,0.04249341,9.925,16.775,1.7,0.6,FBgn0030596,CG12398,---
 145098_at,0.03128881,200.175,294.825,1.5,0.7,FBgn0030608,Lsd-2,Lipid storage droplet-2
 145100_at,0.01387894,210.2125,160.9625,0.8,1.3,FBgn0030610,CG9065,---
 145103_at,0.03524978,21.5875,44.5375,2.1,0.5,FBgn0030614,CG9072,---
 145105_at,0.03407267,3341.65,2903.9125,0.9,1.2,FBgn0030616,RpL37a,Ribosomal protein L37a
 145122_at,0.04622009,38.0625,89.2875,2.3,0.4,FBgn0030643,CG15641,---
 145124_at,0.024133,20.75,32.9375,1.6,0.6,FBgn0030646,CG9203,---
 145131_at,0.006930854,37.45,52.125,1.4,0.7,FBgn0030659,CG9215,---
 145132_at,0.007905748,26.6375,42.8125,1.6,0.6,FBgn0030660,CG8097,---
 145141_at,0.005204308,219.2625,174.55,0.8,1.3,FBgn0030670,CG9245,---
 145143_at,0.02588834,20.45,29.6625,1.5,0.7,FBgn0030674,CG8184,---
 145162_at,0.01275183,18.6875,27.1625,1.5,0.7,FBgn0053180,Ranbp16,---
 145185_at,0.01115192,60.725,41.075,0.7,1.5,FBgn0030747,CG4301,---
 145187_at,0.003444923,214.6125,164.025,0.8,1.3,FBgn0030752,CG9947,---
 145192_at,0.01396464,30.5125,39.625,1.3,0.8,FBgn0030759,CG13014,---
 145197_at,0.0174829,201.975,281.8875,1.4,0.7,FBgn0030765,CG9742,---
 145205_at,0.02035001,89.875,51.8625,0.6,1.7,FBgn0030782,CG18358,---
 145206_at,0.000161728,201.9625,96.2625,0.5,2.1,FBgn0030782,CG18358,---
 145214_at,0.008251937,54.2,40.7375,0.8,1.3,FBgn0030792,CG4789,---
 145221_at,0.02630814,51.8875,75.4,1.5,0.7,FBgn0030806,CG13001,---
 145225_at,0.0373699,26.0625,38.575,1.5,0.7,FBgn0030812,CG8949,---
 145228_at,0.01487399,60.9625,27.8,0.5,2.2,---,---,---
 145230_at,0.000275344,867.725,492.625,0.6,1.8,FBgn0030821,CG5010,---
 145232_at,0.000246495,88.05,30.7875,0.3,2.9,FBgn0030824,CG5070,---
 145248_at,0.0168247,11.275,17.725,1.6,0.6,FBgn0030846,CG12992,---
 145249_at,0.000943779,73.075,39.2875,0.5,1.9,FBgn0030847,CG12991,---
 145263_at,0.04250749,55.475,82.3625,1.5,0.7,FBgn0030872,Ucp4A,---
 145281_at,0.04028571,9.275,13.0375,1.4,0.7,FBgn0030899,Her,HES-related
 145307_at,0.003493969,1133.875,435.6375,0.4,2.6,FBgn0030929,CG15043,---
 145337_at,0.0382925,93.1125,82.8125,0.9,1.1,FBgn0030976,CG7378,---
 145346_at,0.01104655,213.0125,145.3125,0.7,1.5,FBgn0030985,Obp18a,Odorant-binding protein 18a
 145359_at,0.03835027,98.1625,79.275,0.8,1.2,FBgn0031002,CG14196,---
 145362_at,0.01470299,15.1125,39.4375,2.6,0.4,FBgn0031006,CG8002,---
 145368_at,0.0449295,106.8625,146.95,1.4,0.7,FBgn0031021,CG12203,---
 145370_at,0.01123109,255.9125,356.4375,1.4,0.7,---,---,---
 145383_at,0.01433947,139.9625,186.825,1.3,0.7,FBgn0031047,CG14213,---
 145385_at,0.04627952,180.8875,214.5125,1.2,0.8,FBgn0031049,CG14214,---
 145405_at,0.002200457,106.5,38.8375,0.4,2.7,FBgn0031080,CG12655,---
 145415_at,0.01421785,75.6125,95.8125,1.3,0.8,FBgn0031092,CG9577,---
 145425_at,0.01690624,52.4125,72.7875,1.4,0.7,FBgn0031110,Obp19b,Odorant-binding protein 19b
 145426_at,0.01256934,25.2875,83.0875,3.3,0.3,FBgn0031111,Obp19c,Odorant-binding protein 19c
 145466_at,0.005197289,119.2875,92.1,0.8,1.3,FBgn0052521,CG32521,---
 145468_at,0.02774079,38.7,61.9375,1.6,0.6,FBgn0052523,CG32523,---
 145481_at,0.02505902,37.95,57.9875,1.5,0.7,FBgn0031183,CG14621,---
 145511_at,0.003522063,128.3,91.7125,0.7,1.4,FBgn0025683,CG3164,---
 145515_at,0.03768887,15.125,20.8,1.4,0.7,FBgn0031227,CG3709,---
 145518_at,0.02765016,5.9125,9.7875,1.7,0.6,FBgn0031235,CG13693,---
 145539_at,0.02765016,61.15,55.65,0.9,1.1,FBgn0031267,Ipk2,---
 145553_at,0.02376697,14.875,19.425,1.3,0.8,FBgn0031295,CG4375,---
 145566_at,0.001083309,68.9625,54.3875,0.8,1.3,FBgn0031322,CG5001,---
 145580_at,0.003653382,21.0625,35.0625,1.7,0.6,FBgn0031337,CG14346,---
 145594_at,0.01965275,79.1625,64.6875,0.8,1.2,FBgn0031356,CG17660,---
 145595_at,0.03306549,30.5625,48.375,1.6,0.6,FBgn0031357,mRpL48,mitochondrial ribosomal protein L48
 145611_at,0.02336123,30.775,40.35,1.3,0.8,FBgn0031378,CG15362,---
 145625_f_at,0.01233366,247.5875,316.625,1.3,0.8,FBgn0031399,mio,missing oocyte
 145628_at,0.04067659,35.5375,16.55,0.5,2.1,FBgn0031405,CG4267,---
 145633_at,0.03075889,36.15,17.575,0.5,2.1,FBgn0031412,CG16995,---
 145652_at,0.004998884,196.125,127.7875,0.7,1.5,FBgn0031439,CG15394,---
 145664_at,0.003942476,335.6375,234.2875,0.7,1.4,FBgn0031453,CG9894,---
 145670_at,0.03515551,15.4375,28.975,1.9,0.5,FBgn0031464,CG3131,---
 145680_at,0.01627824,86.2,103.825,1.2,0.8,FBgn0051694,CG31694,---
 145684_at,0.002015586,371.425,162.1875,0.4,2.3,FBgn0031489,CG17224,---
 145700_at,0.02138031,57.5625,38.075,0.7,1.5,FBgn0031520,CG8837,---
 145702_at,0.03757355,110.2875,87.3625,0.8,1.3,FBgn0031523,CG15408,---
 145710_at,0.03219526,11.275,17.4875,1.6,0.6,FBgn0051952,CG31952,---
 145720_at,0.0332851,49.25,35.075,0.7,1.4,FBgn0031548,CG8852,---
 145728_at,0.04364798,399.7625,271.825,0.7,1.5,FBgn0031558,CG16704,---
 145730_at,0.006212751,171.075,70.875,0.4,2.4,FBgn0031560,CG16713,---
 145731_at,0.01053778,2192.475,1163.3875,0.5,1.9,FBgn0031561,CG16712,---
 145732_at,0.001257276,85.7625,19.3375,0.2,4.4,FBgn0031562,CG3604,---
 145733_at,0.006707657,60.825,31.6375,0.5,1.9,FBgn0031563,CG10031,---
 145743_at,0.01410898,134.2875,78.5,0.6,1.7,FBgn0031579,CG15422,---
 145744_at,0.01178141,150.6625,100.85,0.7,1.5,FBgn0031580,CG15423,---
 145756_at,0.03029564,96.7875,114.4125,1.2,0.8,FBgn0031600,CG3652,---
 145757_at,0.003969171,22.85,32.3875,1.4,0.7,FBgn0031601,CG3058,---
 145767_at,0.03123557,35.95,86.5375,2.4,0.4,---,---,---
 145769_at,0.004538121,21.225,71.8125,3.4,0.3,FBgn0031617,CG15635,---
 145777_at,0.01599446,21.25,43.075,2.0,0.5,FBgn0031626,CG15631,---
 145783_at,0.0121915,69.375,49.2875,0.7,1.4,FBgn0031636,CG12194,---
 145788_at,0.01034673,41.9625,24.8375,0.6,1.7,FBgn0031643,CG3008,---
 145796_at,0.02033264,994.075,2147.1625,2.2,0.5,FBgn0031654,Jon25Bii,Jonah 25Bii
 145807_at,0.000868152,129.6625,289.325,2.2,0.4,FBgn0031677,CG14036,---
 145808_at,0.02350707,1809.4375,1639.125,0.9,1.1,FBgn0028696,RpL37A,Ribosomal protein L37A
 145811_at,0.01178369,269.6125,382.4125,1.4,0.7,FBgn0031684,CG8680,---
 145816_at,0.00369151,25.2,18.875,0.7,1.3,FBgn0031694,Cyp4ac2,---
 145819_at,0.01481831,56.425,113.775,2.0,0.5,FBgn0031700,CG14022,---
 145820_at,0.00750387,644.775,115.4125,0.2,5.6,FBgn0031701,TotM,Turandot M
 145826_at,0.01451205,100.7,132.1875,1.3,0.8,FBgn0031711,CG6907,---
 145832_at,0.00786548,34.6625,51.9875,1.5,0.7,FBgn0031720,CG14013,---
 145838_at,0.0364993,95.675,194.825,2.0,0.5,FBgn0031728,CG7235,---
 145852_at,0.03035795,809.4125,1362.975,1.7,0.6,FBgn0031746,CG9029,---
 145857_at,0.01553071,6.425,41.425,6.4,0.2,FBgn0031754,CG13997,---
 145858_at,0.01515399,67.6125,181.35,2.7,0.4,FBgn0031755,CG9050,---
 145867_at,0.0303322,38.025,49.7875,1.3,0.8,FBgn0031772,CG13994,---
 145874_at,0.04598915,22.125,37.8,1.7,0.6,FBgn0031784,CG9222,---
 145876_at,0.03790869,49.8,79.325,1.6,0.6,FBgn0031786,CG13989,---
 145890_at,0.005207599,362.75,197.2625,0.5,1.8,FBgn0031801,CG9498,---
 145896_at,4.36591E-05,57.0875,16.0625,0.3,3.6,FBgn0031809,CG9508,---
 145902_at,0.01137926,37.725,62.7875,1.7,0.6,FBgn0031822,CG9548,---
 145908_at,0.03185587,1152.175,1576.975,1.4,0.7,FBgn0031830,CG11015,---
 145921_at,0.03355518,15.975,42.5125,2.7,0.4,FBgn0031853,CG11201,---
 145926_at,0.03324725,13.4,21.7,1.6,0.6,FBgn0031858,CG17378,---
 145935_at,0.004984254,77.775,151.05,1.9,0.5,FBgn0031878,sip2,septin interacting protein 2
 145955_at,0.004185406,268.4,400.375,1.5,0.7,FBgn0031912,CG5261,---
 145965_at,0.02792144,4.4125,18.2625,4.1,0.2,FBgn0031924,CG6717,---
 145970_at,0.002096669,144.2875,62.0625,0.4,2.3,FBgn0041182,TepII,Thiolester containing protein II
 145971_at,0.01155287,27.5,8.75,0.3,3.1,FBgn0041182,TepII,Thiolester containing protein II
 145975_at,0.003596411,24.525,16.9375,0.7,1.4,FBgn0031937,CG13795,---
 145978_at,0.01216266,35.9625,77.5,2.2,0.5,FBgn0031941,CG7211,---
 145979_at,0.00089145,150.6125,479.5875,3.2,0.3,FBgn0031942,CG7203,---
 145983_at,0.04389239,42.15,73.7,1.7,0.6,FBgn0031946,CG7164,---
 145988_at,0.01262188,49.65,30.8875,0.6,1.6,FBgn0040099,lectin-28C,---
 146000_at,0.02646795,26.4125,18.2625,0.7,1.4,FBgn0031973,CG7219,---
 146001_at,0.00840093,27.5375,17.1125,0.6,1.6,FBgn0031974,CG12560,---
 146004_at,0.01448364,96.1625,75.825,0.8,1.3,FBgn0031977,CG7380,---
 146006_at,0.04148426,2897.075,2593.525,0.9,1.1,FBgn0031980,RpL36A,Ribosomal protein L36A
 146013_at,0.002096669,260.5125,157.1125,0.6,1.7,FBgn0032001,CG8360,---
 146014_at,0.02336123,100.225,54.8875,0.5,1.8,FBgn0032002,CG8353,---
 146016_at,0.03837321,7.95,21.575,2.7,0.4,FBgn0028987,Spn2,Serine protease inhibitor 2
 146037_at,0.03178062,29.45,41.9,1.4,0.7,FBgn0032047,CG13088,---
 146038_at,0.02712809,29.8875,21.875,0.7,1.4,FBgn0032048,Dh31,Diuretic hormone 31
 146049_at,0.02641857,41.3875,15.475,0.4,2.7,FBgn0032066,CG9463,---
 146053_at,0.00303156,601.5625,392.8875,0.7,1.5,FBgn0032075,Tsp29Fb,Tetraspanin 29Fb
 146062_at,0.008275753,29.0875,38.2,1.3,0.8,FBgn0032089,CG9573,---
 146076_at,0.04965186,36.05,73.5,2.0,0.5,FBgn0040097,lectin-30A,---
 146077_at,0.000263052,78.2875,37.875,0.5,2.1,FBgn0028433,G30A,G protein 30A
 146078_at,0.03280147,165.1125,112.2625,0.7,1.5,FBgn0028433,G30A,G protein 30A
 146093_at,0.002730637,19.9,112.9125,5.7,0.2,FBgn0032127,CG13114,---
 146100_at,0.000574287,170.2375,47.9125,0.3,3.6,FBgn0032140,CG13117,---
 146103_at,0.03805127,927.075,1341.9125,1.4,0.7,FBgn0032144,CG17633,---
 146114_at,0.0296639,60.15,44.3875,0.7,1.4,FBgn0032170,CG4658,---
 146132_at,0.000435306,431.0625,273.75,0.6,1.6,FBgn0032200,CG5676,---
 146133_at,0.006119711,204.0625,122.05,0.6,1.7,FBgn0032202,CG18619,---
 146138_at,0.01104233,191.65,130.075,0.7,1.5,FBgn0032213,CG5390,---
 146140_at,0.02054032,24.95,18.7125,0.8,1.3,FBgn0032218,CG5381,---
 146147_at,0.005573193,35.9875,16.4125,0.5,2.2,FBgn0032230,CG13139,---
 146148_at,0.01410898,58.85,85.2125,1.4,0.7,FBgn0032231,CG5056,---
 146153_at,0.02790753,110.5625,134.65,1.2,0.8,FBgn0051716,CG31716,---
 146156_at,0.0238796,18.7375,39.6125,2.1,0.5,FBgn0032244,RfC3,---
 146158_at,0.03254431,43.2625,54.4625,1.3,0.8,FBgn0032248,CG5343,---
 146165_at,0.002952289,131.5,62.5375,0.5,2.1,FBgn0032264,CG6113,---
 146173_at,0.0260057,31.5125,178.375,5.7,0.2,FBgn0051872,CG31872,---
 146174_s_at,0.03035387,335.1,1412.425,4.2,0.2,FBgn0051872,CG31872,---
 146175_at,0.03657628,264,937.1125,3.5,0.3,FBgn0032275,CG17097,---
 146180_at,0.003771983,48.6875,25.8125,0.5,1.9,FBgn0032281,CG17107,---
 146184_at,0.006622026,2710.5125,1882.8,0.7,1.4,FBgn0032285,CG17108,---
 146190_at,0.04209534,31.6875,22.55,0.7,1.4,FBgn0032297,CG17124,---
 146206_at,0.006372431,27.2875,43.7125,1.6,0.6,FBgn0032314,CG7309,---
 146212_at,0.04958511,29.125,34.9625,1.2,0.8,FBgn0053129,CG33129,---
 146214_at,0.00271037,195.375,107.4875,0.6,1.8,FBgn0032322,CG16743,---
 146216_at,0.04604013,1010.35,1257.85,1.2,0.8,FBgn0010612,l(2)06225,---
 146219_at,0.01733545,11.2,16.9625,1.5,0.7,FBgn0032330,Samuel,Samuel
 146225_at,0.002017762,62.85,46.9,0.7,1.3,FBgn0032336,Ast-C,Allatostatin C
 146232_at,0.002096669,23.375,36.5125,1.6,0.6,FBgn0032347,CG4738,---
 146256_at,0.001526003,247.4375,101.8625,0.4,2.4,FBgn0032381,CG14934,---
 146257_at,0.001316889,292.375,121.525,0.4,2.4,FBgn0032382,CG14935,---
 146262_at,0.002968973,84.025,36.4125,0.4,2.3,FBgn0032387,CG16965,---
 146265_at,0.01135804,28.45,45.125,1.6,0.6,FBgn0032397,Tom70,Translocase of outer membrane 70
 146272_at,0.0263389,306.4125,204.1875,0.7,1.5,FBgn0032412,CG16996,---
 146273_at,0.00117514,313.075,190.05,0.6,1.6,FBgn0032413,CG16997,---
 146282_at,0.00089145,461.45,295.0875,0.6,1.6,FBgn0032422,CG6579,---
 146284_at,0.01684779,13.7625,24.625,1.8,0.6,FBgn0041195,Pkd2,Polycystic kidney disease gene-2
 146285_at,0.000509352,52.175,11.6,0.2,4.5,---,---,---
 146288_at,0.01027112,53.65,38.0375,0.7,1.4,FBgn0032435,Oatp33Eb,Organic anion transporting polypeptide 33Eb
 146302_at,0.04116589,11.7125,25.2,2.2,0.5,FBgn0040510,ACXA,---
 146305_at,0.009370587,912.0625,765.025,0.8,1.2,FBgn0020367,Vha68-2,---
 146306_at,0.04208769,32.125,64.775,2.0,0.5,FBgn0032464,CG5075,---
 146311_at,0.01210446,217.6625,123.5125,0.6,1.8,FBgn0032472,CG9928,---
 146315_at,0.03075889,29.1625,21.5125,0.7,1.4,FBgn0032480,CG5682,---
 146316_at,0.008275753,47.225,58.4625,1.2,0.8,FBgn0032485,CG9426,---
 146317_at,0.04622009,26.525,37,1.4,0.7,FBgn0032487,Ski6,---
 146325_at,0.03662891,197.6375,155.4625,0.8,1.3,FBgn0032497,CG6043,---
 146333_at,0.008218702,47.2,103.7625,2.2,0.5,FBgn0022069,Nnp-1,---
 146335_at,0.01473265,37.575,48.45,1.3,0.8,FBgn0032515,CG6866,---
 146336_at,0.03389747,1494.15,1236.8875,0.8,1.2,FBgn0032518,RpL24,Ribosomal protein L24
 146344_at,0.000367094,15.4875,28.5125,1.8,0.5,FBgn0032530,CG9263,---
 146370_at,0.04359577,18.025,29.2375,1.6,0.6,FBgn0032594,CG4711,---
 146379_at,0.008875174,57.375,39.6625,0.7,1.4,FBgn0040260,Ugt36Bc,---
 146388_at,0.01153568,128.325,81.7,0.6,1.6,FBgn0051781,CG31781,---
 146393_at,0.0132886,12.45,24.475,2.0,0.5,FBgn0032625,CG15136,---
 146415_at,0.01497148,47.9,67.875,1.4,0.7,FBgn0032654,CG15147,---
 146425_at,0.01959383,112.75,70.7375,0.6,1.6,FBgn0032665,CG15152,---
 146430_at,0.01690624,24.6125,15.4375,0.6,1.6,FBgn0032670,CG5783,---
 146435_at,0.03075889,20.9375,33.75,1.6,0.6,FBgn0032680,Ntf-2r,Nuclear transport factor-2-related
 146436_at,0.006818088,29.2125,19.125,0.7,1.5,FBgn0032682,CG10176,---
 146443_at,0.01594707,59.3,35.7875,0.6,1.7,FBgn0051751,CG31751,---
 146444_at,0.02791032,30.1875,20.8,0.7,1.5,FBgn0051751,CG31751,---
 146449_at,0.02057017,38.2125,23.225,0.6,1.6,FBgn0032706,Irk3,Inwardly rectifying potassium channel 3
 146460_at,0.01599858,136.6875,175.775,1.3,0.8,FBgn0032725,Nedd8,---
 146463_at,0.02032193,84.775,104.4625,1.2,0.8,FBgn0032732,CG15168,---
 146469_at,0.01326258,19.025,37.3125,2.0,0.5,FBgn0032740,CG15172,---
 146471_at,0.02676461,72.625,92.1375,1.3,0.8,FBgn0032746,CG10470,---
 146477_at,0.003398303,30.8625,64.9375,2.1,0.5,FBgn0032755,CG17344,---
 146481_at,0.03768887,44.2125,58.5375,1.3,0.8,FBgn0032762,CG10685,---
 146489_at,0.003910017,82.0375,154.1625,1.9,0.5,FBgn0041789,Pax,Paxillin
 146497_at,0.006102559,40.0125,233.5875,5.8,0.2,FBgn0032788,CG13084,---
 146498_at,0.03129171,10.8625,94.775,8.7,0.1,FBgn0032789,CG13083,---
 146503_at,0.00132158,306.225,157.7375,0.5,1.9,FBgn0041180,TepIV,Thiolester containing protein IV
 146507_at,0.006642348,84.1375,50.0125,0.6,1.7,FBgn0032810,CG13077,---
 146526_at,0.04996842,349.675,239.9875,0.7,1.5,FBgn0032836,CG10680,---
 146528_at,0.01827283,56.8375,38.3125,0.7,1.5,FBgn0032839,CG10659,---
 146532_at,0.02641857,424.1125,363.7375,0.9,1.2,FBgn0020303,fok,fledgling of Klp38B
 146557_at,0.005587267,15.5375,36.5375,2.4,0.4,FBgn0032894,CG14402,---
 146559_at,0.000220805,1624.75,678.0875,0.4,2.4,FBgn0032897,CG9336,---
 146561_at,0.000352391,193.5875,79.9375,0.4,2.4,FBgn0032900,CG14401,---
 146564_at,0.00674676,39.125,82.775,2.1,0.5,---,---,---
 146567_at,0.03043315,44.8375,61.125,1.4,0.7,FBgn0032910,CG9265,---
 146575_at,0.03306549,57.1875,73.625,1.3,0.8,FBgn0032924,CG9247,---
 146589_at,0.01514128,712.9625,524.975,0.7,1.4,FBgn0032949,CG3305,---
 146604_at,0.0386708,9.5625,15.45,1.6,0.6,FBgn0032968,CG11634,---
 146613_at,0.03584246,49.7,66.9375,1.3,0.7,FBgn0032979,CG1832,---
 146621_at,0.02032193,2098.7625,1765.5375,0.8,1.2,FBgn0032987,RpL21,Ribosomal protein L21
 146623_at,0.03102347,40.0375,58.7625,1.5,0.7,FBgn0032988,Tif-IA,---
 146649_at,0.007147539,77.7125,53.0375,0.7,1.5,FBgn0033032,CG1298,---
 146650_at,0.004737995,25.5875,14.95,0.6,1.7,FBgn0033033,scarface,scarface
 146660_at,0.01217451,139.8125,105.4,0.8,1.3,FBgn0033047,CG7882,---
 146667_at,0.02078779,19.075,43.4125,2.3,0.4,FBgn0033056,CG7856,---
 146671_at,0.03332242,21.6625,44.625,2.1,0.5,FBgn0033063,CG14589,---
 146673_at,0.0354994,12.8625,28.9375,2.2,0.4,FBgn0033067,CG11211,---
 146681_at,0.04708104,19.825,27.6125,1.4,0.7,FBgn0033085,CG15908,---
 146693_at,0.03900991,29.6875,39.7,1.3,0.7,FBgn0033104,CG15237,---
 146694_at,0.03042663,65.45,81.0125,1.2,0.8,FBgn0033105,CG3450,---
 146698_at,0.03181778,72,62.5875,0.9,1.2,FBgn0033109,coro,---
 146699_at,0.001257276,210.125,140.9375,0.7,1.5,FBgn0028985,Spn4,Serine protease inhibitor 4
 146707_at,0.03082023,187.3125,151.5625,0.8,1.2,FBgn0033124,Tsp42Ec,Tetraspanin 42Ec
 146708_at,0.000161728,1083.8875,315.5375,0.3,3.4,FBgn0029507,Tsp42Ed,Tetraspanin 42Ed
 146709_at,0.000154393,804.65,487.875,0.6,1.6,FBgn0029506,Tsp42Ee,Tetraspanin 42Ee
 146710_at,0.01707974,183.2375,135.9125,0.7,1.3,FBgn0033127,Tsp42Ef,Tetraspanin 42Ef
 146711_at,0.000724097,86.4125,45.5375,0.5,1.9,FBgn0033129,Tsp42Eh,Tetraspanin 42Eh
 146712_at,0.001402589,198.5375,111.5125,0.6,1.8,FBgn0033130,Tsp42Ei,Tetraspanin 42Ei
 146718_at,0.009282912,69.5625,43.35,0.6,1.6,FBgn0033139,Tsp42Er,Tetraspanin 42Er
 146726_at,0.006726624,334.1875,219.2375,0.7,1.5,FBgn0002930,nec,necrotic
 146743_at,0.00786548,38.1625,52.6875,1.4,0.7,FBgn0033174,CG11125,---
 146750_at,0.0111756,66.575,40.7875,0.6,1.6,FBgn0033194,CG2093,---
 146752_at,0.02237922,28.3375,38.4125,1.4,0.7,FBgn0033196,CG1358,---
 146764_at,0.007586492,111.0125,73.8125,0.7,1.5,FBgn0042135,CG18812,---
 146765_at,0.01686172,94.95,148.575,1.6,0.6,FBgn0050497,CG30497,---
 146767_at,0.004693622,230.6,140.7,0.6,1.6,FBgn0033221,CG12825,---
 146768_at,0.002239047,110.5375,61.525,0.6,1.8,FBgn0033222,CG12824,---
 146771_at,0.008566205,193.8125,137.7125,0.7,1.4,FBgn0033226,CG1882,---
 146787_at,0.000351155,20.725,45.025,2.2,0.5,FBgn0033258,CG8712,---
 146792_at,0.009874483,264.0625,489.725,1.9,0.5,FBgn0033268,Obp44a,---
 146808_at,0.033147,374.2875,228.2,0.6,1.6,FBgn0033294,CG8693,---
 146809_at,0.03768887,655.7625,532.3125,0.8,1.2,FBgn0033296,CG11669,---
 146810_at,0.01192861,242.1125,185.1,0.8,1.3,FBgn0033297,CG8690,---
 146814_at,0.000435306,238.6375,114.1375,0.5,2.1,FBgn0033301,CG12780,---
 146829_at,0.01755578,15.0625,20.9875,1.4,0.7,FBgn0033324,CG14744,---
 146832_at,0.03813624,344.425,231.3125,0.7,1.5,FBgn0043575,PGRP-SC2,---
 146841_at,0.001086723,146.625,98.0875,0.7,1.5,FBgn0033340,CG13751,---
 146857_at,0.01744713,61.35,116.575,1.9,0.5,FBgn0033364,CG13747,---
 146873_at,4.98759E-05,39.975,13.075,0.3,3.1,FBgn0033397,Cyp4p3,---
 146882_at,0.0204694,62.1375,54.275,0.9,1.1,FBgn0029092,ced-6,---
 146894_at,0.03627988,15.6625,25.125,1.6,0.6,FBgn0033432,CG12928,---
 146898_at,0.01217451,53.425,34.6875,0.6,1.5,FBgn0033437,CG12926,---
 146906_at,0.004886995,170.85,126.15,0.7,1.4,FBgn0033452,CG1599,---
 146907_at,0.04963009,43.15,53,1.2,0.8,FBgn0033457,CG1675,---
 146916_at,0.03062916,39.7875,48.95,1.2,0.8,FBgn0022382,Pka-R2,cAMP-dependent protein kinase R2
 146921_at,0.001164941,29.0875,17.9375,0.6,1.6,FBgn0033483,egr,eiger
 146929_at,0.03175752,8.25,15.6625,1.9,0.5,FBgn0033498,CG12209,---
 146935_at,0.03954823,17.4875,14.45,0.8,1.2,FBgn0028426,JhI-1,Juvenile hormone-inducible protein 1
 146939_at,0.01838599,53.5125,117.4625,2.2,0.5,FBgn0033511,CG12907,---
 146940_at,0.009703517,83.7375,183.3125,2.2,0.5,FBgn0033512,CG12902,---
 146955_at,0.03768887,34.5625,46.85,1.4,0.7,FBgn0005630,lola,longitudinals lacking
