ProbeSet,FlyBase_ID,CT_ID,CG_ID,Symbol,"Cluster
{Aging_Girardot}","Cluster
{Body parts_Girardot}","Cluster
{Aging_Landis}","Cluster
{Aging_Pletcher}","Cluster
{SOMsexe_Parisi}",<Cs_Hd_40d/Cs_Hd_3d>
143580_at,FBgn0010051,CT1329,CG1063,Itp-r83A,0,2,0,0,7,0.98
148988_at,FBgn0020300,CT33153,CG13695,gk,0,0,8,12,7,0.98
147153_at,FBgn0013765,CT41755,CG4832,cnn,13,9,0,0,5,0.98
149535_at,FBgn0037650,CT32138,CG11977,CG11977,0,0,8,0,7,0.98
145450_at,FBgn0031141,CT2761,CG1304,CG1304,0,0,0,16,7,0.98
153376_at,FBgn0025637,CT32694,CG16983,skpA,8,0,0,0,0,0.98
144714_at,FBgn0030062,CT6352,CG1994,CG1994,0,0,0,6,6,0.98
152651_at,FBgn0039184,CT20044,CG6432,CG6432,0,12,0,0,4,0.98
152302_at,FBgn0011581,CT20084,CG6440,Dms,0,4,0,0,7,0.98
148084_at,FBgn0035409,CT34809,CG14963,CG14963,0,0,1,13,7,0.98
149999_at,FBgn0038404,CT25634,CG8925,CG8925,0,10,0,0,7,0.98
146901_at,FBgn0033442,CT4772,CG1690,CG1690,13,9,4,0,5,0.98
148326_at,FBgn0035768,CT34650,CG14834,CG14834,0,0,0,4,6,0.98
146628_at,FBgn0033000,CT34153,CG14464,CG14464,8,2,0,0,-1,0.98
154478_at,FBgn0031044,CT33824,CG14211,CG14211,0,2,0,0,6,0.98
143399_at,FBgn0003943,CT36603,CG11624,Ubi-p63E,8,0,0,0,0,0.98
153139_at,FBgn0039745,CT5612,CG7950,CG7950,0,0,0,4,0,0.98
151127_f_at,FBgn0040643,CT34322,CG12566,CG12566,13,5,0,0,-1,0.98
152703_at,FBgn0034127,CT23768,CG7848,CG7848,0,12,4,0,3,0.98
150620_at,FBgn0039378,CT18441,CG5878,CG5878,0,0,8,0,0,0.98
153926_at,FBgn0030353,CT35982,CG15737,CG15737,0,0,0,7,0,0.98
145453_at,FBgn0031149,CT3903,CG1518,CG1518,0,0,0,6,8,0.98
150014_at,FBgn0038427,CT29226,CG12753,CG12753,0,5,0,0,6,0.98
147529_at,FBgn0034484,CT30901,CG11044,CG11044,0,5,0,15,7,0.98
150376_at,FBgn0038986,CT16851,CG5278,CG5278,13,12,8,0,0,0.98
149672_at,FBgn0037872,CT15401,CG31299,nocturnin,7,0,0,0,7,0.98
143401_at,FBgn0003961,CT22151,CG7171,Uro,3,12,1,0,9,0.98
150879_at,FBgn0039755,CT35646,CG15531,CG15531,0,12,0,16,4,0.98
150742_at,FBgn0039532,CT40870,CG5588,Mtl,13,0,0,10,5,0.98
142820_at,FBgn0001139,CT24657,CG8384,gro,0,2,0,0,0,0.98
150313_at,FBgn0038887,CT23902,CG7907,CG7907,0,9,0,0,7,0.98
142837_at,FBgn0001228,CT14494,CG4456,Hsp67Bb,0,9,0,0,-1,0.98
148523_at,FBgn0052062,CT24106,CG32062,CG32062,0,5,0,0,0,0.98
147188_at,FBgn0033904,CT41605,CG18327,CG18327,0,0,5,0,7,0.98
154341_at,FBgn0038818,CT13394,CG4058,Nep4,0,2,0,0,3,0.98
150629_at,FBgn0039391,CT25650,CG8934,CG8934,0,12,8,0,4,0.98
146093_at,FBgn0032127,CT32351,CG13114,CG13114,0,0,0,4,8,0.98
150700_at,FBgn0039472,CT38128,CG17192,CG17192,7,0,0,5,7,0.98
148236_at,FBgn0035638,CT29571,CG10541,Tektin-C,13,9,4,0,5,0.98
151796_at,FBgn0023489,CT9616,CG2819,Pph13,0,2,0,0,7,0.99
141581_at,FBgn0034063,CT18579,CG8389,CG8389,0,0,1,0,7,0.99
154853_at,FBgn0036578,CT16106,CG5018,CG5018,0,0,0,6,6,0.99
146314_at,FBgn0032478,CT17258,CG5458,CG5458,0,9,0,0,5,0.99
142442_at,FBgn0038857,CT35914,CG17282,CG17282,3,0,0,0,6,0.99
142091_at,FBgn0034291,CT18122,CG5770,CG5770,0,0,0,13,7,0.99
145263_at,FBgn0030872,CT20203,CG6492,Ucp4A,7,0,4,0,4,0.99
155080_at,FBgn0032348,CT15311,CG4751,CG4751,0,2,0,0,8,0.99
147659_at,FBgn0034699,CT32872,CG13504,CG13504,0,0,0,4,0,0.99
144032_at,FBgn0024939,CT2579,CG1263,RpL8,4,0,0,0,0,0.99
146660_at,FBgn0033047,CT23862,CG7882,CG7882,0,12,8,0,9,0.99
149025_at,FBgn0036835,CT33662,CG14075,CG14075,4,6,0,0,7,0.99
150375_at,FBgn0038983,CT16950,CG5326,CG5326,13,0,0,6,7,0.99
150265_at,FBgn0038804,CT13904,CG10877,CG10877,0,11,0,0,3,0.99
145745_at,FBgn0031581,CT28257,CG10039,CG10039,0,9,0,0,1,0.99
142360_at,FBgn0033887,CT20828,CG6704,CG6704,0,0,0,4,6,0.99
151871_at,FBgn0027604,CT6764,CG30494,CG30494,0,2,0,0,7,0.99
142662_at,FBgn0038613,CT22911,CG7678,CG7678,0,0,5,0,4,0.99
150017_at,FBgn0038431,CT29190,CG10405,CG10405,0,5,0,0,7,0.99
154827_at,FBgn0016756,CT17382,CG5486,Ubp64E,8,0,0,13,0,0.99
142035_at,FBgn0040286,CT17234,CG5442,SC35,0,0,0,6,2,0.99
149396_at,FBgn0037431,CT39914,CG17917,CG17917,0,0,4,0,7,0.99
146418_at,FBgn0032657,CT35047,CG15148,Dhc36D,0,0,0,4,-1,0.99
151013_at,FBgn0040526,,CG11602,CG11602,0,0,0,5,-1,0.99
142889_at,FBgn0050440,CT29242,CG30440,CG30440,7,0,0,0,6,0.99
152824_at,FBgn0035835,CT23914,CG7915,Ect4,0,5,0,0,4,0.99
147664_at,FBgn0034710,CT10743,CG3292,CG3292,0,0,0,4,7,0.99
142354_at,FBgn0053054,CT29504,CG33054,CG33054,7,0,0,0,7,0.99
146500_at,FBgn0032803,CT32304,CG13082,CG13082,7,0,0,0,9,0.99
145759_at,FBgn0031603,CT35496,CG15432,CG15432,4,0,0,0,2,0.99
151201_r_at,FBgn0040722,CT33983,CG14349,CG14349,13,0,0,0,-1,0.99
154470_at,FBgn0033859,CT19436,CG6197,CG6197,8,0,0,0,2,0.99
146701_at,FBgn0033113,CT11129,CG9455,CG9455,0,10,0,0,3,0.99
151864_at,FBgn0041150,CT9614,CG12787,hoe1,0,3,0,0,0,0.99
152136_at,FBgn0027568,CT17050,CG5366,CG5366,8,0,0,0,5,0.99
146898_at,FBgn0033437,CT32074,CG12926,CG12926,8,0,0,13,7,0.99
152390_at,FBgn0034948,CT12745,CG3825,CG3825,0,2,0,0,7,0.99
143317_at,FBgn0003205,CT26623,CG9375,Ras85D,0,2,0,0,2,0.99
153697_at,FBgn0028717,CT38370,CG17367,Lnk,0,3,0,0,2,0.99
144564_at,FBgn0029827,CT18930,CG6048,CG6048,0,0,8,0,7,1.00
146824_at,FBgn0022027,CT34551,CG14750,l(2)44Db,8,0,0,0,-1,1.00
153854_at,FBgn0024330,CT26832,CG9473,Med6,0,2,0,6,6,1.00
152540_at,FBgn0031248,CT37080,CG11912,CG11912,0,0,5,3,7,1.00
155145_at,FBgn0029889,CT13458,CG4094,CG4094,7,0,4,0,4,1.00
145595_at,FBgn0031357,CT32518,CG17642,mRpL48,0,0,0,4,0,1.00
146382_at,FBgn0032609,CT32566,CG13280,CG13280,0,9,0,0,3,1.00
143604_r_at,FBgn0010359,CT23584,CG30028,gammaTry,7,11,5,0,-1,1.00
143012_at,FBgn0028687,CT3016,CG1341,Rpt1,8,0,0,0,0,1.00
155012_at,FBgn0038538,CT23413,CG7660,pxt,0,0,0,7,8,1.00
145630_at,FBgn0031409,CT11365,CG4271,CG4271,0,12,0,0,7,1.00
149628_at,FBgn0037808,CT19718,CG6303,Bruce,8,0,0,0,5,1.00
143163_at,FBgn0000715,CT7832,CG2346,Fmrf,0,5,0,0,7,1.00
142845_at,FBgn0003721,CT15609,CG4898,Tm1,0,0,0,2,4,1.00
142715_at,FBgn0033100,CT11507,CG3420,CG3420,4,0,0,0,6,1.00
141426_at,FBgn0036996,CT18587,CG5932,CG5932,0,0,5,4,9,1.00
152239_at,FBgn0028486,CT6300,CG2967,CG2967,0,2,0,0,7,1.00
152676_at,FBgn0052484,CT2650,CG32484,Sk2,4,0,0,0,7,1.00
152402_at,FBgn0017565,CT25274,CG8759,Nacalpha,4,0,0,0,0,1.00
145706_at,FBgn0031528,CT35471,CG15412,CG15412,7,0,0,0,7,1.00
145219_at,FBgn0030798,CT32210,CG13003,CG13003,7,0,0,0,7,1.00
149022_at,FBgn0036830,CT33664,CG14077,CG14077,13,9,0,0,3,1.00
150220_at,FBgn0038736,CT14850,CG4583,ire-1,0,0,0,10,7,1.00
147762_at,FBgn0034842,CT10456,CG9868,CG9868,13,9,0,0,3,1.00
141328_at,FBgn0052475,CT32762,CG32475,mthl8,0,2,0,0,7,1.00
148786_at,FBgn0036472,CT20566,CG6735,CG6735,0,5,0,0,9,1.00
149933_at,FBgn0038286,CT21571,CG6966,CG6966,0,5,0,0,8,1.00
149957_at,FBgn0038337,CT19232,CG6125,CG6125,0,12,8,16,7,1.00
154558_at,FBgn0026080,CT19181,CG6121,CG6121,8,0,0,0,6,1.00
141779_at,FBgn0004512,CT12905,CG3879,Mdr49,0,0,0,10,9,1.00
150176_at,FBgn0038674,CT33914,CG14285,CG14285,8,0,0,0,7,1.00
149420_at,FBgn0037468,CT6062,CG1943,CG1943,3,0,0,0,2,1.00
149101_at,FBgn0036951,CT21698,CG7017,CG7017,3,6,0,0,7,1.00
151495_at,FBgn0028491,CT9935,CG2930,CG2930,0,12,8,0,7,1.00
141680_at,FBgn0032815,CT29376,CG10462,CG10462,0,2,0,0,6,1.00
143464_f_at,FBgn0004425,CT2078,CG1179,LysB,0,11,0,0,-1,1.00
153484_at,FBgn0030838,CT17264,CG5445,CG5445,8,0,0,0,0,1.00
147507_s_at,FBgn0034460,CT41737,CG18367,CG18367,14,0,0,0,1,1.00
141612_at,FBgn0020887,CT24080,CG8013,Su(z)12,0,2,0,0,0,1.00
151638_s_at,FBgn0003520,,CG5753,stau,0,2,0,0,6,1.00
154770_at,FBgn0030854,CT24511,CG8289,CG8289,8,2,0,0,6,1.00
154749_at,FBgn0029997,CT7523,CG2258,CG2258,0,2,0,0,1,1.00
145056_at,FBgn0030552,CT32758,CG15871,mRpL3a,4,0,0,0,8,1.00
153502_at,FBgn0011586,CT5770,CG1871,e(r),8,0,0,0,6,1.00
145528_at,FBgn0031253,CT33132,CG11885,CG11885,8,0,0,0,3,1.00
AFFX-BioB-M_at,,,,,7,0,0,0,-1,1.01
142343_at,FBgn0036911,CT25058,CG8660,Fibp,3,0,0,0,7,1.01
148216_at,FBgn0035601,CT29798,CG10640,Uev1A,8,0,0,0,2,1.01
144470_r_at,FBgn0052774,CT35692,CG32774,CG32774,13,5,0,0,0,1.01
141419_at,FBgn0038845,CT12649,CG10827,CG10827,0,0,5,0,4,1.01
153009_at,FBgn0032261,CT18896,CG6094,CG6094,4,0,0,0,7,1.01
153260_at,FBgn0026061,CT13676,CG4123,Mipp1,7,11,5,0,4,1.01
151420_s_at,FBgn0031985,,CG8683,CG8683,8,0,0,0,-1,1.01
147249_at,FBgn0034019,CT32151,CG12959,CG12959,7,6,0,0,9,1.01
152825_at,FBgn0038870,CT18409,CG5871,CG5871,0,0,0,4,6,1.01
147065_at,FBgn0033696,CT25452,CG8859,Cyp6g2,7,0,0,0,7,1.01
150963_at,FBgn0039887,CT6662,CG2053,CG2053,0,0,4,0,7,1.01
152962_at,FBgn0040308,CT2376,CG1274,Jafrac2,0,12,0,0,7,1.01
141287_at,FBgn0036301,CT13440,CG4069,CG4069,0,0,0,7,2,1.01
143358_at,FBgn0003462,CT36899,CG11793,Sod,0,0,0,11,0,1.01
143134_at,FBgn0000500,CT40598,CG18090,Dsk,4,4,0,0,7,1.01
141601_at,FBgn0034029,CT20341,CG8190,eIF2B-gamma,8,0,0,0,8,1.01
148416_at,FBgn0052029,CT20134,CG32029,CG32029,8,0,0,0,0,1.01
151207_r_at,FBgn0040729,CT35014,CG15126,CG15126,8,10,0,0,7,1.01
152064_at,FBgn0036020,CT41048,CG8336,CG8336,8,0,0,0,7,1.01
143415_at,FBgn0004028,CT40012,CG7178,wupA,7,0,0,0,4,1.01
152304_at,FBgn0037643,CT32142,CG11963,CG11963,0,0,0,13,0,1.01
141707_at,FBgn0011570,CT32517,CG17158,cpb,3,0,0,0,8,1.01
144366_at,FBgn0040365,CT34385,CG14628,CG14628,0,0,4,0,7,1.01
145439_at,FBgn0031128,CT2966,CG1338,CG1338,0,0,4,0,5,1.01
141773_at,FBgn0035039,CT12049,CG3608,CG3608,13,9,0,0,6,1.01
143597_at,FBgn0010333,CT7458,CG2248,Rac1,8,0,0,0,2,1.01
144021_at,FBgn0004650,CT31859,CG11411,fs(1)N,0,0,0,7,8,1.01
144030_at,FBgn0024913,CT30941,CG11062,activin-beta,0,2,0,0,7,1.01
148872_at,FBgn0036599,CT32263,CG13044,CG13044,0,0,0,5,0,1.01
147267_at,FBgn0034052,CT21656,CG8299,CG8299,0,0,5,0,9,1.01
147951_at,FBgn0035176,CT33442,CG13905,CG13905,4,12,2,10,9,1.01
152875_at,FBgn0031713,CT22447,CG7277,CG7277,4,0,0,0,0,1.01
154256_at,FBgn0000173,CT30931,CG18319,ben,8,0,0,0,5,1.01
143231_at,FBgn0002525,CT21503,CG6944,Lam,8,0,0,0,8,1.01
154193_at,FBgn0014879,CT14070,CG4299,Set,0,0,0,8,8,1.01
152649_at,FBgn0039599,CT34259,CG12558,CG12558,0,12,0,0,7,1.01
145515_at,FBgn0031227,CT12433,CG3709,CG3709,0,0,0,4,6,1.01
151422_at,FBgn0040959,CT39472,CG17814,Peritrophin-15a,0,0,5,3,4,1.01
148171_at,FBgn0035535,CT34870,CG15017,CG15017,0,10,0,0,7,1.01
153176_at,FBgn0031231,CT33150,CG11488,mRpL10,0,0,0,6,6,1.01
142571_at,FBgn0010704,CT21897,CG7085,l(2)s5379,8,0,0,0,-1,1.01
149926_at,FBgn0038276,CT21732,CG7026,CG7026,0,12,0,0,0,1.01
149479_at,FBgn0051463,CT32179,CG31463,CG31463,4,0,0,0,7,1.01
143879_at,FBgn0016700,CT11153,CG3320,Rab1,8,0,0,0,9,1.01
148101_at,FBgn0035431,CT34814,CG14968,CG14968,0,10,0,0,3,1.01
154495_at,FBgn0034259,CT20142,CG6459,CG6459,4,0,7,0,8,1.01
145235_at,FBgn0030828,CT16519,CG5162,CG5162,7,12,8,0,4,1.02
154147_at,FBgn0034585,CT13294,CG4030,CG4030,3,0,0,0,0,1.02
150644_at,FBgn0039407,CT34274,CG14544,CG14544,0,0,0,6,8,1.02
144071_at,FBgn0025616,CT32684,CG13359,CG13359,13,0,0,0,3,1.02
151949_at,FBgn0016698,CT11083,CG3289,Ptpa,8,0,0,0,1,1.02
153916_at,FBgn0032997,CT38665,CG17486,CG17486,4,0,0,0,-1,1.02
146108_at,FBgn0032153,CT14678,CG4537,CG4537,0,0,0,4,7,1.02
153826_at,FBgn0036000,CT11571,CG3434,CG3434,0,0,0,4,6,1.02
143885_at,FBgn0017397,CT28865,CG10293,how,0,5,0,0,9,1.02
141212_at,FBgn0027360,CT27866,CG9878,Tim10,0,8,0,0,0,1.02
150206_at,FBgn0038718,CT34884,CG17752,CG17752,0,12,4,0,9,1.02
149181_at,FBgn0037086,CT22229,CG7202,CG7202,0,9,0,0,3,1.02
154504_at,FBgn0029157,CT19498,CG6238,ssh,13,0,0,0,0,1.02
149047_s_at,FBgn0036871,CT33686,CG14096,CG14096,0,0,0,4,-1,1.02
141457_at,FBgn0013756,CT23732,CG8274,Mtor,0,0,0,7,2,1.02
147863_at,FBgn0029501,CT32962,CG13580,Crtp,13,0,0,0,3,1.02
142634_at,FBgn0034087,CT19935,CG8443,CG8443,0,0,0,6,3,1.02
150582_at,FBgn0039319,CT33088,CG13659,CG13659,0,0,7,0,9,1.02
154298_at,FBgn0036980,CT17926,CG5701,RhoBTB,0,2,0,0,0,1.02
143884_at,FBgn0016983,CT15413,CG8571,smid,8,0,0,0,6,1.02
142696_at,FBgn0028473,CT8651,CG8801,CG8801,8,0,0,0,0,1.02
153523_at,FBgn0011826,CT27780,CG9842,Pp2B-14D,0,2,0,0,2,1.02
145744_at,FBgn0031580,CT35483,CG15423,CG15423,0,12,0,0,0,1.02
152256_at,FBgn0033289,CT6910,CG2121,CG2121,7,0,0,0,1,1.02
146814_at,FBgn0033301,CT36767,CG12780,CG12780,3,11,0,11,7,1.02
142999_at,FBgn0010280,CT17246,CG5444,Taf4,0,2,0,0,0,1.02
145857_at,FBgn0031754,CT33553,CG13997,CG13997,0,0,0,6,6,1.02
150266_at,FBgn0038808,CT17184,CG5417,CG5417,8,0,0,0,7,1.02
154303_at,FBgn0004888,CT1243,CG1065,Scsalpha,7,0,0,0,4,1.02
146873_at,FBgn0033397,CT30369,CG10843,Cyp4p3,4,12,0,13,7,1.02
150973_at,FBgn0042696,CT7942,CG2380,NfI,0,5,0,0,-1,1.02
154139_at,FBgn0039709,CT4930,CG31009,Cad99C,0,3,0,0,6,1.02
149684_at,FBgn0037895,CT20879,CG6723,CG6723,7,0,0,0,7,1.02
143175_at,FBgn0001092,CT25538,CG8893,Gapdh2,7,0,0,0,4,1.02
145719_at,FBgn0031547,CT10789,CG3212,CG3212,0,0,0,11,7,1.02
149243_at,FBgn0037176,CT34137,CG14456,CG14456,0,0,4,0,7,1.02
150881_at,FBgn0039757,CT5814,CG1883,CG1883,8,0,0,0,0,1.02
146741_at,FBgn0040513,CT4492,CG1669,kappaB-Ras,0,0,0,13,7,1.02
148218_at,FBgn0035603,CT29790,CG10635,CG10635,8,0,0,0,8,1.02
151351_at,FBgn0040878,CT35413,CG15911,CG15911,0,0,0,4,1,1.02
146404_at,FBgn0032637,CT16225,CG5050,CG5050,13,12,0,0,5,1.02
147694_at,FBgn0034756,CT14177,CG4373,Cyp6d2,0,0,2,13,7,1.02
144164_at,FBgn0026873,CT34615,CG14802,CG14802,0,0,0,4,7,1.02
152926_at,FBgn0040992,CT29654,CG10570,CG10570,7,0,0,0,4,1.02
141389_at,FBgn0034582,CT29549,CG10531,CG10531,0,7,8,1,7,1.02
146756_at,FBgn0033203,CT6724,CG2070,CG2070,0,0,5,0,7,1.02
143536_at,FBgn0004915,CT16633,CG5193,TfIIB,0,2,0,0,2,1.02
141776_at,FBgn0039543,CT41692,CG12428,CG12428,0,0,0,9,6,1.02
149711_at,FBgn0037954,CT42354,CG6946,CG6946,0,2,0,0,0,1.02
143835_at,FBgn0015657,CT29670,CG10578,DnaJ-1,0,0,2,0,0,1.02
143905_at,FBgn0019940,CT16621,CG5192,Rh6,4,4,0,0,9,1.02
149019_at,FBgn0036825,CT21207,CG6846,CG6846,4,0,0,0,0,1.02
149110_at,FBgn0036962,CT33315,CG17122,CG17122,13,0,0,0,3,1.02
143880_at,FBgn0016726,CT28349,CG10071,RpL29,8,0,0,0,0,1.02
141770_at,FBgn0004055,CT11603,CG3533,uzip,0,2,0,0,4,1.02
151228_at,FBgn0040751,CT32235,CG13018,CG13018,7,0,0,0,7,1.03
148769_at,FBgn0036454,CT39634,CG17839,CG17839,7,5,8,0,9,1.03
152113_at,FBgn0011746,CT4622,CG8084,ana,13,0,4,0,0,1.03
150870_at,FBgn0039742,CT35642,CG15528,CG15528,7,0,0,0,3,1.03
151999_at,FBgn0027587,CT21738,CG7028,CG7028,0,2,0,0,6,1.03
146528_at,FBgn0032839,CT29862,CG10659,CG10659,0,10,0,0,9,1.03
153941_at,FBgn0037724,CT26752,CG9434,Fst,3,10,7,0,0,1.03
142638_at,FBgn0014029,CT13776,CG4173,Sep-02,3,0,0,0,8,1.03
145507_at,FBgn0031213,CT31742,CG11372,galectin,4,0,0,0,9,1.03
152554_at,FBgn0051177,CT18323,CG31177,CG31177,0,0,0,13,7,1.03
152544_at,FBgn0031985,CT25106,CG8683,CG8683,8,0,0,0,-1,1.03
141839_at,FBgn0033960,CT28561,CG10151,CG10151,0,0,0,13,7,1.03
151736_at,FBgn0033504,CT7898,CG18408,CAP,0,3,0,13,0,1.03
152509_at,FBgn0033924,CT25015,CG8613,CG8613,0,2,0,0,7,1.03
147558_at,FBgn0034527,CT27990,CG9945,CG9945,8,0,0,0,6,1.03
144169_at,FBgn0027052,CT16643,CG5203,CHIP,0,2,0,0,6,1.03
144213_at,FBgn0028429,CT29652,CG10574,I-2,8,0,0,0,7,1.03
143341_at,FBgn0003358,CT39992,CG31039,Ser99Dc,4,11,8,5,4,1.03
146412_at,FBgn0032650,CT21551,CG7094,CG7094,13,0,0,0,3,1.03
144654_at,FBgn0016041,CT8493,CG12157,Tom40,0,11,0,0,2,1.03
152314_at,FBgn0036512,CT37689,CG16979,CG16979,0,8,0,0,5,1.03
141849_at,FBgn0025838,CT8935,CG2652,CG2652,0,0,7,0,3,1.03
146480_at,FBgn0032761,CT29632,CG17347,CG17347,4,0,0,0,6,1.03
143736_at,FBgn0013988,CT37111,CG18255,Strn-Mlck,0,5,0,13,4,1.03
144006_at,FBgn0023550,CT40356,CG18031,CG18031,0,12,0,11,9,1.03
153894_at,FBgn0039644,CT37062,CG11897,CG11897,8,0,0,0,8,1.03
153000_at,FBgn0035241,CT6143,CG12105,CG12105,14,6,4,0,9,1.03
148058_at,FBgn0035360,CT2434,CG1246,CG1246,0,10,0,0,4,1.03
146828_at,FBgn0033322,CT8693,CG8584,CG8584,0,9,4,0,3,1.03
155017_at,FBgn0036828,CT21195,CG6841,CG6841,8,0,0,0,6,1.03
143618_at,FBgn0010411,CT25560,CG8900,RpS18,8,0,0,0,0,1.03
143599_at,FBgn0010341,CT33845,CG12530,Cdc42,3,0,0,0,0,1.03
154116_at,FBgn0025803,CT38280,CG17299,SNF4Agamma,0,5,0,0,0,1.03
151554_at,FBgn0039026,,CG7029,CG7029,0,1,0,0,0,1.03
153049_at,FBgn0037580,CT41120,CG7415,CG7415,8,0,0,0,0,1.03
147001_at,FBgn0033603,CT32458,CG13214,CG13214,0,7,0,0,4,1.03
141380_at,FBgn0025709,CT8107,CG8083,CG8083,0,0,0,3,9,1.03
151182_at,FBgn0040705,CT35498,CG15434,CG15434,14,0,4,1,7,1.03
148834_at,FBgn0036547,CT32296,CG17032,CG17032,0,0,5,0,7,1.03
141503_at,FBgn0029688,CT20088,CG6450,lva,8,0,0,0,1,1.03
143392_r_at,FBgn0003888,CT11425,CG3401,betaTub60D,8,0,0,0,7,1.03
151704_s_at,FBgn0016132,CT12153,CG3733,Chd1,0,5,0,0,8,1.03
144065_at,FBgn0025469,CT3863,CG8717,slv,0,0,8,0,1,1.03
142891_at,FBgn0031097,CT37860,CG17052,CG17052,14,0,0,0,9,1.03
151784_at,FBgn0013951,CT33843,CG14228,Mer,0,5,0,0,1,1.03
148113_at,FBgn0035448,CT36381,CG11513,CG11513,0,0,0,7,6,1.03
145127_s_at,FBgn0052584,CT41188,CG32584,CG32584,0,0,0,16,7,1.03
154198_at,FBgn0033902,CT24557,CG8309,CG8309,8,0,0,0,2,1.03
147598_at,FBgn0022700,CT12499,CG3986,Cht4,8,6,0,0,7,1.03
152290_at,FBgn0027554,CT24149,CG8042,CG8042,8,0,0,0,5,1.04
149798_at,FBgn0038082,CT17991,CG5724,CG5724,14,0,0,0,9,1.04
155007_at,FBgn0052428,CT32502,CG32428,CG32428,3,0,0,0,0,1.04
142683_s_at,FBgn0000079,CT42306,CG18730,Amy-p,8,0,0,0,4,1.04
149749_at,FBgn0038011,CT13518,CG4066,CG4066,0,0,0,6,6,1.04
142279_at,FBgn0000241,CT31166,CG17632,bw,0,2,0,0,7,1.04
153704_at,FBgn0035267,CT33460,CG13921,CG13921,0,2,0,0,0,1.04
154984_at,FBgn0032149,CT13366,CG4036,CG4036,4,0,0,0,7,1.04
148713_at,FBgn0036364,CT33704,CG14109,CG14109,4,6,2,13,7,1.04
149337_at,FBgn0037339,CT7846,CG2929,Pi4KIIalpha,8,0,0,0,6,1.04
152688_at,FBgn0036673,CT37088,CG11915,CG11915,0,5,0,0,9,1.04
153048_at,FBgn0033973,CT31995,CG12855,CG12855,0,2,0,0,7,1.04
151666_s_at,FBgn0004882,,CG10868,orb,13,0,0,0,8,1.04
150825_at,FBgn0039670,CT8429,CG7567,CG7567,7,11,0,0,7,1.04
151956_at,FBgn0033423,CT5458,CG1809,CG1809,0,12,5,3,7,1.04
145645_at,FBgn0031430,CT11873,CG3528,CG3528,0,11,0,0,7,1.04
148209_at,FBgn0035587,CT14930,CG4623,CG4623,0,10,0,0,0,1.04
141711_at,FBgn0035347,CT1908,CG1141,CG1141,0,0,0,13,7,1.04
153453_at,FBgn0030452,CT6124,CG4330,CG4330,0,0,0,11,0,1.04
153321_at,FBgn0017550,CT7034,CG2161,Rga,0,2,0,0,2,1.04
146184_at,FBgn0032285,CT33647,CG17108,CG17108,0,0,8,0,0,1.04
154937_at,FBgn0033998,CT22077,CG8092,CG8092,0,2,0,0,8,1.04
151809_at,FBgn0031745,CT25764,CG8965,CG8965,8,0,0,0,6,1.04
141468_at,FBgn0036702,CT20265,CG6512,CG6512,8,0,7,0,3,1.04
150658_at,FBgn0039425,CT17240,CG5432,CG5432,13,9,4,0,0,1.04
150682_at,FBgn0039452,CT33865,CG14245,CG14245,3,12,2,10,-1,1.04
150739_at,FBgn0039529,CT17752,CG5612,CG5612,0,10,0,0,0,1.04
144912_at,FBgn0030364,CT35977,CG15735,CG15735,8,2,0,0,6,1.04
146754_at,FBgn0050495,CT40158,CG30495,CG30495,0,0,0,4,7,1.04
149642_at,FBgn0051272,CT20303,CG31272,CG31272,3,12,1,13,9,1.04
145899_at,FBgn0031814,CT26960,CG9528,CG9528,7,0,0,9,0,1.04
148524_at,FBgn0036088,CT33755,CG14152,CG14152,4,0,0,0,-1,1.04
141508_at,FBgn0037120,CT31391,CG11247,CG11247,0,2,0,0,7,1.04
144560_at,FBgn0029821,CT13322,CG4020,CG4020,0,12,0,0,9,1.04
147963_at,FBgn0035193,CT8821,CG9192,CG9192,7,0,0,0,7,1.04
141871_at,FBgn0032010,CT24174,CG8086,CG8086,0,0,0,13,0,1.04
153711_at,FBgn0032882,CT4714,CG9320,CG9320,0,0,0,10,3,1.04
151754_at,FBgn0035910,CT21159,CG6831,Talin,0,1,0,0,0,1.04
151774_at,FBgn0026318,CT30707,CG10961,Traf2,0,2,0,0,6,1.04
154320_at,FBgn0001291,CT7577,CG2275,Jra,8,0,7,0,0,1.04
153081_at,FBgn0011754,CT5552,CG1830,PhKgamma,7,0,0,0,0,1.04
143360_at,FBgn0003464,CT40937,CG1391,sol,0,2,0,0,6,1.04
144703_at,FBgn0030043,CT35352,CG15349,CG15349,0,0,0,4,0,1.04
142201_at,FBgn0034663,CT14230,CG4363,CG4363,3,11,0,9,9,1.05
146049_at,FBgn0032066,CT26750,CG9463,CG9463,4,12,8,0,4,1.05
151955_at,FBgn0000165,CT18138,CG5779,Bc,0,0,4,0,9,1.05
143681_at,FBgn0011710,CT3234,CG1403,Sep-01,8,0,0,0,2,1.05
154647_at,FBgn0033688,CT25492,CG8877,CG8877,0,0,0,6,2,1.05
154223_at,FBgn0015834,CT25490,CG8882,Trip1,3,0,0,0,2,1.05
144467_at,FBgn0029697,CT35686,CG15570,CG15570,0,0,0,4,2,1.05
141745_at,FBgn0032482,CT37369,CG5547,Pect,8,0,0,0,0,1.05
141576_at,FBgn0030893,CT22009,CG7122,RhoGAP16F,0,0,0,11,7,1.05
143577_at,FBgn0008654,CT12997,CG3905,Su(z)2,0,2,0,0,9,1.05
142342_at,FBgn0023094,CT25189,CG8727,cyc,4,0,0,0,6,1.05
