FlyBase ID,Chromosome,Gene Category,Gene Symbol,P-Value Population,"FDR
Population","P-Value
Age","FDR
Age","P-Value
Pop×Age","FDR
Pop×Age","P-Value
Line(Pop)","FDR
Line(Pop)","B
Mean","O
Mean","Week 1
Mean","Week 5
Mean","B Week 1
Mean","B Week 5
Mean","O Week 1
Mean","O Week 5
Mean",SNP From Divergence,"Minimum P-Value
From Divergence"
FBgn0044048,3L,protein_coding,Ilp5,1.36E-01,3.57E-01,4.31E-05,1.19E-04,6.99E-01,8.15E-01,1.53E-03,7.02E-03,18.59,14.57,19.38,13.78,21.61,15.57,17.14,12,,
FBgn0044049,3L,protein_coding,Ilp4,7.84E-02,2.66E-01,5.33E-01,6.06E-01,8.48E-01,9.15E-01,5.53E-02,1.10E-01,2.24,0.69,1.63,1.30,2.35,2.13,0.9,0.47,,
FBgn0044050,3L,protein_coding,Ilp3,3.17E-01,5.69E-01,6.20E-03,1.17E-02,4.52E-01,6.19E-01,3.53E-04,2.22E-03,13.33,10.82,13.57,10.58,15.2,11.45,11.93,9.71,,
FBgn0044051,3L,protein_coding,Ilp1,1.85E-01,4.25E-01,7.89E-01,8.31E-01,4.25E-01,5.94E-01,7.84E-02,1.44E-01,2.3,1.29,1.86,1.73,2.57,2.04,1.15,1.42,,
FBgn0044323,2L,protein_coding,Cka,6.44E-03,6.98E-02,1.09E-01,1.57E-01,3.77E-02,1.02E-01,9.52E-03,2.84E-02,"1,556.32","1,413.42",1466.95,1502.79,"1,562.03","1,550.62","1,371.87","1,454.97",,
FBgn0044324,3L,protein_coding,Chro,1.09E-01,3.15E-01,4.96E-01,5.71E-01,3.84E-01,5.56E-01,7.43E-02,1.38E-01,710.4,676.98,689.25,698.14,700.26,720.55,678.23,675.72,,
FBgn0044328,3L,protein_coding,CG32052,6.48E-01,8.18E-01,4.21E-06,1.37E-05,7.31E-02,1.69E-01,7.70E-01,8.14E-01,52.71,51.62,60.63,43.69,63.95,41.47,57.31,45.92,,
FBgn0044419,3L,protein_coding,Pmi,3.02E-01,5.54E-01,5.07E-01,5.81E-01,1.06E-01,2.24E-01,5.04E-01,5.90E-01,4.46,6.69,4.87,6.28,5.5,3.42,4.24,9.14,,
FBgn0044452,3L,protein_coding,Atg2,6.59E-02,2.43E-01,1.17E-16,9.62E-15,3.81E-04,2.65E-03,1.15E-04,9.10E-04,"1,784.57","1,655.68",1507.79,1932.46,"1,523.45","2,045.68","1,492.12","1,819.25",,
FBgn0044508,X,snoRNA,snoRNA:M,3.47E-01,5.92E-01,3.26E-01,4.01E-01,3.26E-01,4.98E-01,4.58E-01,5.50E-01,0,0.05,0.00,0.05,0,0,0,0.11,,
FBgn0044510,3L,protein_coding,mRpS5,8.48E-01,9.30E-01,6.94E-02,1.04E-01,1.36E-02,4.52E-02,1.94E-02,4.92E-02,754.52,764.27,731.84,786.96,688.52,820.53,775.15,753.4,,
FBgn0044511,3R,protein_coding,mRpS21,9.47E-01,9.77E-01,3.66E-02,5.90E-02,2.41E-01,4.06E-01,2.96E-03,1.17E-02,200.02,199.3,205.36,193.96,208.83,191.21,201.89,196.72,,
FBgn0044809,3R,protein_coding,TotZ,2.16E-01,4.61E-01,6.12E-02,9.34E-02,9.90E-01,9.95E-01,6.08E-01,6.80E-01,0.49,0.22,0.13,0.57,0.27,0.71,0,0.44,,
FBgn0044810,3R,protein_coding,TotX,3.56E-01,5.99E-01,9.68E-03,1.76E-02,6.71E-01,7.97E-01,1.28E-03,6.14E-03,232.76,295.16,222.44,305.49,184.82,280.71,260.06,330.26,,
FBgn0044811,2L,protein_coding,TotF,8.80E-01,9.45E-01,2.00E-01,2.67E-01,3.56E-01,5.29E-01,4.55E-01,5.50E-01,1.15,1.08,0.85,1.38,0.7,1.6,1.01,1.16,,
FBgn0044812,3R,protein_coding,TotC,6.41E-02,2.39E-01,4.68E-02,7.35E-02,8.67E-02,1.93E-01,1.40E-01,2.25E-01,"1,093.67",319.66,419.78,993.55,561.95,"1,625.40",277.61,361.71,,
FBgn0044817,X,protein_coding,Ste12DOR,2.20E-01,4.66E-01,2.27E-01,2.98E-01,5.50E-01,7.04E-01,1.53E-03,7.01E-03,0.61,0.06,0.46,0.22,0.79,0.43,0.12,0,,
FBgn0044823,3R,protein_coding,Spec2,4.64E-01,6.90E-01,2.98E-04,7.12E-04,2.77E-01,4.48E-01,7.31E-02,1.36E-01,190.45,184.21,198.96,175.69,205.21,175.69,192.71,175.7,,
FBgn0044826,3R,protein_coding,Pak3,4.63E-02,1.99E-01,1.12E-14,3.52E-13,2.62E-04,1.98E-03,8.24E-03,2.54E-02,"1,632.34","1,507.09",1356.19,1783.25,"1,358.07","1,906.61","1,354.30","1,659.89",,
FBgn0044871,3R,protein_coding,Gos28,7.16E-01,8.61E-01,3.48E-01,4.24E-01,2.06E-01,3.63E-01,9.75E-01,9.79E-01,184.35,185.56,181.94,187.98,177.22,191.48,186.65,184.48,,
FBgn0044872,X,protein_coding,FucTC,6.94E-01,8.46E-01,3.27E-01,4.02E-01,8.24E-02,1.86E-01,6.86E-05,6.07E-04,114.24,119.51,114.38,119.37,107.25,121.23,121.52,117.51,,
FBgn0045035,3R,protein_coding,tefu,1.26E-02,9.91E-02,5.72E-14,1.31E-12,5.04E-04,3.28E-03,6.10E-06,8.47E-05,690.38,595.29,574.02,711.64,601.88,778.88,546.17,644.41,,
FBgn0045038,2L,protein_coding,Proc,1.67E-03,3.58E-02,1.44E-07,6.17E-07,6.22E-03,2.43E-02,1.53E-01,2.40E-01,295.86,239.91,300.47,235.31,342.29,249.43,258.64,221.18,,
FBgn0045063,2R,protein_coding,fdl,4.06E-02,1.84E-01,6.34E-04,1.43E-03,4.40E-01,6.09E-01,1.06E-01,1.81E-01,655.85,614.88,611.74,659.00,637.03,674.67,586.44,643.32,,
FBgn0045064,2L,protein_coding,bwa,5.51E-01,7.54E-01,1.20E-10,9.84E-10,5.35E-03,2.15E-02,1.66E-01,2.56E-01,434.71,443.13,491.71,386.13,503.6,365.82,479.82,406.44,,
FBgn0045073,X,protein_coding,Stim,2.23E-01,4.69E-01,3.30E-10,2.44E-09,7.96E-04,4.69E-03,9.57E-01,9.65E-01,"1,437.14","1,453.37",1340.51,1550.00,"1,290.72","1,583.55","1,390.30","1,516.44",,
FBgn0045442,3R,protein_coding,mthl12,2.84E-01,5.36E-01,7.50E-02,1.12E-01,1.20E-01,2.45E-01,6.01E-08,1.92E-06,2.17,0.52,1.70,0.99,2.83,1.51,0.57,0.48,,
FBgn0045443,3R,protein_coding,mthl11,7.30E-02,2.56E-01,1.75E-01,2.37E-01,3.02E-01,4.77E-01,7.14E-01,7.66E-01,9.14,7.26,7.43,8.98,7.78,10.5,7.07,7.45,3R:6228767,0.000142287
FBgn0045468,3R,protein_coding,Gr93d,3.18E-02,1.62E-01,7.20E-01,7.72E-01,7.63E-01,8.58E-01,1.77E-07,4.66E-06,2.79,12.88,8.03,7.64,3.15,2.42,12.91,12.85,,
FBgn0045469,3R,protein_coding,Gr93c,2.01E-01,4.44E-01,5.96E-02,9.12E-02,7.50E-01,8.50E-01,4.80E-02,9.85E-02,1.63,0.68,0.71,1.59,1.12,2.14,0.31,1.05,,
FBgn0045470,3R,protein_coding,Gr93b,6.11E-02,2.32E-01,1.25E-01,1.77E-01,1.83E-01,3.34E-01,6.27E-01,6.97E-01,0.77,0.31,0.35,0.73,0.41,1.13,0.28,0.33,,
FBgn0045471,3R,protein_coding,Gr92a,8.90E-01,9.51E-01,1.85E-01,2.49E-01,1.48E-01,2.87E-01,4.07E-01,5.06E-01,0.91,0.96,1.17,0.70,1.41,0.41,0.94,0.98,,
FBgn0045473,3R,protein_coding,Gr85a,2.14E-02,1.30E-01,7.58E-01,8.04E-01,6.44E-01,7.77E-01,8.14E-01,8.47E-01,2.61,1.41,1.92,2.10,2.39,2.84,1.45,1.36,,
FBgn0045474,3L,protein_coding,Gr77a,3.19E-01,5.70E-01,5.28E-02,8.19E-02,2.53E-01,4.21E-01,3.50E-01,4.52E-01,15.82,17.42,15.22,18.03,13.6,18.04,16.83,18.02,,
FBgn0045476,3L,protein_coding,Gr64e,2.19E-01,4.65E-01,6.88E-03,1.29E-02,5.99E-01,7.43E-01,5.36E-01,6.18E-01,5.13,3.89,5.94,3.07,6.3,3.95,5.58,2.19,,
FBgn0045477,3L,protein_coding,Gr64c,5.26E-01,7.36E-01,9.41E-01,9.53E-01,4.95E-02,1.25E-01,6.90E-01,7.47E-01,2.34,1.96,2.17,2.12,3.06,1.61,1.29,2.63,,
FBgn0045478,3L,protein_coding,Gr64b,9.84E-02,2.99E-01,5.42E-01,6.14E-01,9.62E-01,9.79E-01,3.95E-01,4.96E-01,4.15,6.76,5.86,5.04,4.59,3.7,7.14,6.38,,
FBgn0045479,3L,protein_coding,Gr64a,2.11E-01,4.56E-01,4.52E-01,5.27E-01,2.66E-03,1.23E-02,5.72E-01,6.50E-01,4.47,5.41,5.23,4.65,5.99,2.95,4.46,6.36,,
FBgn0045482,2R,protein_coding,Gr59b,5.80E-02,2.26E-01,1.98E-02,3.37E-02,1.53E-01,2.93E-01,1.55E-01,2.42E-01,0.88,0.21,0.25,0.83,0.41,1.34,0.09,0.33,,
FBgn0045483,2R,protein_coding,Gr59a,9.24E-03,8.46E-02,1.51E-05,4.48E-05,1.90E-04,1.53E-03,6.28E-02,1.21E-01,4.05,0.34,0.27,4.13,0.53,7.57,0,0.69,,
FBgn0045485,2L,protein_coding,Gr36c,2.80E-01,5.32E-01,9.08E-01,9.27E-01,4.65E-01,6.32E-01,4.34E-01,5.32E-01,0.53,0.23,0.36,0.39,0.6,0.45,0.12,0.34,,
FBgn0045486,2L,protein_coding,Gr36b,2.65E-01,5.16E-01,9.31E-01,9.46E-01,6.64E-01,7.92E-01,6.11E-01,6.83E-01,0.41,0.15,0.27,0.29,0.45,0.36,0.09,0.21,,
FBgn0045487,2L,protein_coding,Gr36a,1.85E-01,4.25E-01,7.23E-03,1.35E-02,1.20E-01,2.45E-01,1.94E-01,2.89E-01,1.15,0.59,0.42,1.32,0.45,1.85,0.39,0.8,,
FBgn0045495,2L,protein_coding,Gr28b,1.39E-01,3.63E-01,2.75E-02,4.55E-02,9.14E-02,2.01E-01,9.98E-02,1.73E-01,9.26,11.51,9.23,11.54,8.97,9.55,9.48,13.53,,
FBgn0045497,2L,protein_coding,Gr22e,4.33E-01,6.65E-01,6.63E-01,7.23E-01,9.30E-01,9.61E-01,9.21E-01,9.35E-01,0.36,0.26,0.35,0.27,0.39,0.33,0.31,0.21,,
FBgn0045498,2L,protein_coding,Gr22d,8.38E-01,9.26E-01,3.07E-01,3.84E-01,2.15E-01,3.74E-01,2.31E-01,3.30E-01,0.41,0.48,0.31,0.58,0.11,0.71,0.51,0.45,,
FBgn0045500,2L,protein_coding,Gr22b,5.20E-01,7.31E-01,7.06E-03,1.32E-02,6.24E-01,7.62E-01,1.20E-02,3.39E-02,0.39,0.59,0.25,0.74,0.1,0.68,0.39,0.8,,
FBgn0045501,2L,protein_coding,Gr22a,6.26E-01,8.04E-01,9.16E-01,9.33E-01,6.19E-01,7.58E-01,5.78E-01,6.55E-01,0.26,0.16,0.20,0.22,0.19,0.32,0.2,0.12,2L:1794690,0.000602796
FBgn0045502,X,protein_coding,Gr10a,6.40E-01,8.13E-01,5.11E-01,5.86E-01,6.83E-01,8.04E-01,7.55E-01,8.01E-01,6.02,6.42,5.87,6.57,5.45,6.59,6.29,6.55,,
FBgn0045759,3L,protein_coding,bin,1.06E-01,3.12E-01,6.00E-01,6.67E-01,4.24E-01,5.94E-01,3.08E-01,4.10E-01,17.51,20.6,18.65,19.46,17.73,17.3,19.58,21.62,,
FBgn0045761,3R,protein_coding,CHKov1,5.53E-01,7.55E-01,4.93E-05,1.34E-04,2.25E-03,1.08E-02,2.44E-16,2.64E-13,448.19,404.49,405.93,446.75,413.45,482.92,398.41,410.57,,
FBgn0045770,3L,protein_coding,S-Lap3,7.25E-01,8.65E-01,1.17E-12,1.71E-11,8.08E-07,2.76E-05,1.35E-03,6.38E-03,"7,851.43","7,702.73",8945.32,6608.84,"9,627.24","6,075.63","8,263.41","7,142.06",,
FBgn0045800,2R,ncRNA,Uhg1,3.33E-01,5.83E-01,2.27E-05,6.51E-05,3.98E-02,1.06E-01,7.10E-05,6.23E-04,118.91,106.87,101.39,124.39,102.53,135.3,100.26,113.48,,
FBgn0045823,3L,protein_coding,vsg,5.61E-02,2.22E-01,4.43E-18,7.09E-16,2.54E-06,6.54E-05,5.66E-02,1.12E-01,"3,289.15","3,105.57",2647.38,3747.34,"2,576.97","4,001.32","2,717.79","3,493.36",,
FBgn0045827,2L,protein_coding,CG13245,5.05E-01,7.21E-01,1.80E-15,8.16E-14,1.87E-04,1.51E-03,2.05E-05,2.27E-04,"2,939.63","2,797.14",3448.73,2288.04,"3,678.05","2,201.22","3,219.41","2,374.86",,
FBgn0045842,2L,protein_coding,yuri,8.37E-01,9.26E-01,3.16E-07,1.26E-06,4.83E-03,1.99E-02,4.50E-04,2.69E-03,"1,649.29","1,663.48",1753.38,1559.40,"1,790.86","1,507.73","1,715.89","1,611.07",,
FBgn0045843,3R,protein_coding,RacGAP84C,8.69E-01,9.40E-01,2.63E-10,1.99E-09,6.60E-02,1.56E-01,3.69E-01,4.70E-01,113.2,112.19,139.22,86.17,145.04,81.36,133.4,90.97,,
FBgn0045852,2L,protein_coding,ham,1.16E-01,3.26E-01,2.87E-01,3.63E-01,4.84E-01,6.47E-01,5.94E-01,6.68E-01,172.97,162.72,171.34,164.36,178.74,167.21,163.93,161.52,,
FBgn0045862,3R,protein_coding,btz,2.42E-02,1.39E-01,6.69E-01,7.28E-01,7.26E-01,8.33E-01,3.49E-01,4.51E-01,314.18,285.15,301.75,297.58,314.56,313.8,288.94,281.36,,
FBgn0045866,3R,protein_coding,bai,4.99E-04,2.12E-02,1.47E-07,6.27E-07,2.70E-03,1.24E-02,6.59E-01,7.22E-01,"1,104.83","1,240.41",1270.37,1074.87,"1,248.87",960.8,"1,291.87","1,188.94",,
FBgn0045980,3R,protein_coding,niki,1.07E-01,3.12E-01,4.92E-01,5.67E-01,5.57E-01,7.10E-01,1.50E-01,2.37E-01,11.53,8.69,10.53,9.69,11.6,11.47,9.47,7.91,,
FBgn0046113,2L,protein_coding,GluRIIC,9.55E-02,2.94E-01,1.05E-02,1.88E-02,2.53E-01,4.21E-01,5.56E-10,4.16E-08,126.32,165.08,151.80,139.60,135.02,117.63,168.58,161.57,,
FBgn0046114,3R,protein_coding,Gclm,6.19E-05,9.91E-03,1.09E-04,2.80E-04,1.55E-02,5.00E-02,3.88E-05,3.84E-04,894.38,"1,292.98",1049.69,1137.67,875.61,913.16,"1,223.77","1,362.18",,
FBgn0046214,3R,protein_coding,vig2,3.71E-01,6.13E-01,1.70E-09,1.07E-08,5.94E-02,1.44E-01,5.54E-01,6.34E-01,"1,189.48","1,171.88",1093.50,1267.86,"1,082.71","1,296.25","1,104.29","1,239.47",,
FBgn0046222,3R,protein_coding,CG1109,8.10E-03,7.86E-02,8.86E-05,2.31E-04,4.30E-02,1.12E-01,7.86E-01,8.26E-01,313.56,294.64,320.36,287.84,337.35,289.77,303.37,285.92,,
FBgn0046225,3R,protein_coding,CG17230,4.19E-02,1.88E-01,1.12E-11,1.23E-10,6.77E-04,4.13E-03,1.08E-02,3.12E-02,681.78,599.96,745.18,536.56,822.33,541.24,668.04,531.88,,
FBgn0046247,3R,protein_coding,CG5938,2.83E-01,5.35E-01,1.43E-05,4.24E-05,5.27E-01,6.84E-01,5.56E-02,1.10E-01,432.05,444.53,457.30,419.28,453.39,410.72,461.22,427.84,,
FBgn0046253,2R,protein_coding,CG3502,8.07E-01,9.11E-01,8.89E-01,9.12E-01,3.16E-02,8.85E-02,4.95E-01,5.82E-01,3.52,3.33,3.48,3.37,2.71,4.33,4.25,2.41,,
FBgn0046258,3R,protein_coding,CG12880,3.01E-03,4.88E-02,1.98E-03,4.10E-03,8.99E-01,9.45E-01,5.91E-03,1.98E-02,54.07,37.07,49.24,41.90,57.6,50.54,40.88,33.26,,
FBgn0046294,2R,protein_coding,CG12699,6.90E-01,8.45E-01,2.62E-14,6.94E-13,8.04E-07,2.75E-05,4.52E-03,1.62E-02,"7,004.97","6,871.53",8127.49,5749.01,"8,723.04","5,286.89","7,531.94","6,211.12",,
FBgn0046296,3L,protein_coding,CG11534,1.94E-02,1.24E-01,5.59E-06,1.78E-05,4.54E-01,6.22E-01,4.86E-03,1.71E-02,166.43,192.59,166.42,192.59,151.57,181.29,181.28,203.9,,
FBgn0046297,2R,ncRNA,CR9284,3.18E-01,5.70E-01,8.37E-13,1.27E-11,3.93E-04,2.70E-03,5.99E-05,5.48E-04,"1,638.68","1,791.20",2053.10,1376.78,"2,087.54","1,189.82","2,018.65","1,563.74",,
FBgn0046301,3L,protein_coding,CG7148,1.05E-01,3.08E-01,4.17E-12,5.15E-11,1.00E-01,2.15E-01,1.04E-01,1.78E-01,273.68,256.54,304.35,225.87,318.72,228.63,289.97,223.11,,
FBgn0046302,2L,protein_coding,CG10650,4.03E-03,5.65E-02,9.27E-02,1.35E-01,8.75E-04,5.04E-03,2.25E-03,9.47E-03,"1,077.89","1,319.29",1172.73,1224.45,996.7,"1,159.07","1,348.75","1,289.83",,
FBgn0046323,YHet,protein_coding,Ory,5.34E-01,7.43E-01,1.02E-03,2.22E-03,1.61E-01,3.05E-01,1.07E-01,1.82E-01,36.62,39.29,43.47,32.44,44.31,28.94,42.64,35.94,,
FBgn0046332,3R,protein_coding,gskt,9.88E-01,9.95E-01,1.58E-14,4.62E-13,1.32E-07,7.04E-06,5.61E-05,5.20E-04,"1,005.46","1,004.42",1188.83,821.05,"1,278.20",732.73,"1,099.47",909.37,,
FBgn0046685,3R,protein_coding,Wsck,5.81E-01,7.74E-01,3.42E-13,5.88E-12,6.90E-06,1.31E-04,6.42E-02,1.23E-01,289.78,283.42,238.48,334.72,220.89,358.67,256.07,310.77,,
FBgn0046687,X,protein_coding,Tre1,3.58E-01,6.01E-01,2.39E-08,1.18E-07,4.10E-02,1.08E-01,3.22E-01,4.23E-01,125.76,119.96,102.30,143.43,99.44,152.08,105.15,134.78,,
FBgn0046689,3R,protein_coding,Takl1,6.44E-01,8.15E-01,1.25E-01,1.76E-01,1.67E-03,8.50E-03,7.70E-03,2.41E-02,96.84,92.52,90.81,98.54,84.47,109.2,97.15,87.89,,
FBgn0046692,2R,protein_coding,Stlk,9.17E-04,2.75E-02,2.70E-03,5.46E-03,1.17E-02,4.02E-02,6.44E-01,7.10E-01,329.85,371.19,335.20,365.84,301.98,357.72,368.42,373.96,,
FBgn0046696,3R,ncRNA,RNaseP:RNA,5.11E-02,2.10E-01,2.21E-06,7.59E-06,7.81E-01,8.72E-01,4.75E-02,9.79E-02,"16,628.23","19,511.26",15621.11,20518.38,"14,063.60","19,192.86","17,178.62","21,843.89",3R:27043953,0.000136035
FBgn0046697,YHet,protein_coding,Ppr-Y,6.18E-01,7.99E-01,1.32E-04,3.34E-04,8.24E-01,9.00E-01,3.03E-01,4.05E-01,30.01,31.17,34.98,26.21,34.18,25.85,35.77,26.56,,
FBgn0046698,YHet,protein_coding,Pp1-Y2,3.07E-01,5.60E-01,8.26E-04,1.83E-03,5.38E-02,1.34E-01,2.35E-01,3.34E-01,73.65,68.33,78.68,63.30,85.46,61.83,71.89,64.78,,
FBgn0046704,2L,protein_coding,Liprin-alpha,5.81E-01,7.74E-01,1.66E-04,4.15E-04,8.36E-01,9.07E-01,8.43E-06,1.10E-04,"1,000.53",976.18,956.86,1019.85,970.55,"1,030.51",943.17,"1,009.19",,
FBgn0046706,2RHet,protein_coding,Haspin,4.67E-01,6.92E-01,1.60E-10,1.28E-09,6.72E-04,4.09E-03,4.86E-03,1.71E-02,503.4,484.14,429.47,558.07,413.93,592.87,445.01,523.28,,
FBgn0046756,3R,ncRNA,pncr017:3R,7.93E-01,9.03E-01,7.83E-01,8.25E-01,6.20E-01,7.59E-01,1.07E-01,1.83E-01,2.21,1.98,2.18,2.01,2.14,2.28,2.22,1.74,,
FBgn0046763,3R,protein_coding,CG17278,9.82E-01,9.93E-01,1.33E-03,2.84E-03,9.91E-01,9.96E-01,4.59E-02,9.51E-02,299.23,299.56,283.02,315.77,282.8,315.66,283.24,315.88,,
FBgn0046776,2L,pseudogene,CR14033,3.42E-01,5.92E-01,6.79E-11,5.96E-10,1.07E-01,2.26E-01,1.09E-03,5.42E-03,129.43,117.72,96.23,150.92,106.56,152.3,85.9,149.55,,
FBgn0046793,3L,protein_coding,CG32236,8.35E-01,9.25E-01,1.17E-09,7.68E-09,1.08E-04,1.01E-03,2.13E-03,9.11E-03,633.07,642.27,730.74,544.61,773.2,492.95,688.27,596.27,,
FBgn0046873,3R,protein_coding,Pif2,8.24E-01,9.19E-01,1.89E-15,8.40E-14,1.71E-03,8.64E-03,6.79E-03,2.19E-02,475.06,468.22,597.71,345.56,628.89,321.22,566.54,369.9,,
FBgn0046874,3R,protein_coding,Pif1B,4.09E-01,6.46E-01,3.73E-11,3.48E-10,9.87E-06,1.71E-04,3.28E-03,1.27E-02,"1,891.29","2,011.36",2314.59,1588.06,"2,441.79","1,340.79","2,187.39","1,835.32",3R:4616191,0.000446922
FBgn0046875,3R,protein_coding,Obp83g,6.17E-01,7.99E-01,6.68E-02,1.01E-01,6.28E-01,7.64E-01,2.56E-01,3.56E-01,2.57,2.96,3.37,2.16,3.33,1.81,3.41,2.5,,
FBgn0046876,3R,protein_coding,Obp83ef,1.51E-01,3.79E-01,1.46E-06,5.18E-06,7.25E-05,7.45E-04,4.04E-02,8.64E-02,36.64,31.62,27.94,40.32,25.73,47.56,30.16,33.08,,
FBgn0046878,3R,protein_coding,Obp83cd,9.41E-01,9.74E-01,6.75E-01,7.33E-01,9.24E-01,9.59E-01,1.35E-01,2.18E-01,13.07,12.9,12.62,13.35,12.62,13.52,12.61,13.18,,
FBgn0046879,2R,protein_coding,Obp56c,2.72E-01,5.23E-01,9.65E-01,9.73E-01,5.16E-01,6.76E-01,8.20E-01,8.52E-01,1.06,0.79,0.92,0.93,1.16,0.96,0.68,0.9,,
FBgn0046880,2R,protein_coding,Obp56b,1.42E-01,3.67E-01,7.53E-01,8.00E-01,3.46E-01,5.20E-01,3.51E-01,4.53E-01,0.27,0.75,0.46,0.55,0.1,0.44,0.83,0.66,,
FBgn0046885,3R,protein_coding,Gr98d,1.43E-01,3.67E-01,8.72E-02,1.28E-01,8.68E-01,9.27E-01,3.12E-01,4.14E-01,0.96,0.52,0.53,0.95,0.77,1.15,0.29,0.76,,
FBgn0046886,3R,protein_coding,Gr98c,1.16E-01,3.27E-01,4.75E-01,5.51E-01,4.65E-01,6.32E-01,8.30E-01,8.61E-01,0.37,0.12,0.18,0.32,0.23,0.52,0.12,0.12,,
FBgn0046887,3R,protein_coding,Gr98b,3.53E-01,5.97E-01,6.28E-02,9.56E-02,6.96E-01,8.13E-01,1.78E-01,2.71E-01,0.51,0.25,0.18,0.59,0.27,0.76,0.09,0.41,,
FBgn0046888,2L,protein_coding,CG31750,1.35E-01,3.57E-01,4.87E-01,5.62E-01,6.94E-01,8.12E-01,9.20E-01,9.35E-01,0.1,0.27,0.13,0.24,0.08,0.13,0.18,0.35,,
FBgn0046999,2R,protein_coding,CG6429,1.57E-03,3.48E-02,7.20E-03,1.34E-02,4.01E-02,1.06E-01,3.68E-01,4.70E-01,89.79,121.02,96.36,114.45,74.02,105.56,118.69,123.35,,
FBgn0047000,3L,ncRNA,pncr008:3L,7.55E-01,8.83E-01,1.98E-10,1.55E-09,1.01E-03,5.65E-03,2.68E-01,3.68E-01,25.49,26.29,36.28,15.50,39.81,11.16,32.74,19.84,,
FBgn0047038,3L,protein_coding,CG6463,5.57E-01,7.58E-01,3.90E-14,9.62E-13,4.51E-02,1.17E-01,8.08E-03,2.50E-02,743.9,776.32,961.43,558.79,975.47,512.33,947.39,605.25,,
FBgn0047092,X,ncRNA,CR32730,2.10E-01,4.55E-01,7.22E-01,7.74E-01,7.84E-01,8.73E-01,3.95E-02,8.49E-02,0.67,0.23,0.41,0.49,0.61,0.74,0.22,0.24,,
FBgn0047095,X,ncRNA,pncr004:X,1.07E-01,3.12E-01,4.92E-08,2.29E-07,9.66E-01,9.81E-01,4.20E-03,1.53E-02,21.88,28.9,32.74,18.03,29.19,14.56,36.3,21.5,,
FBgn0047114,3R,protein_coding,CG31142,6.50E-02,2.41E-01,9.94E-02,1.44E-01,6.42E-01,7.76E-01,4.27E-02,9.01E-02,123.75,111,120.67,114.08,126.14,121.37,115.2,106.8,,
FBgn0047135,3L,protein_coding,CG32276,5.08E-03,6.26E-02,1.15E-09,7.54E-09,8.96E-05,8.73E-04,3.86E-01,4.87E-01,"1,824.46","1,688.91",1906.60,1606.77,"2,051.26","1,597.65","1,761.93","1,615.90",,
FBgn0047178,3L,protein_coding,CG32147,2.57E-01,5.08E-01,2.81E-11,2.72E-10,6.74E-02,1.59E-01,3.11E-01,4.13E-01,90.3,85.75,70.38,105.67,69.48,111.12,71.28,100.21,,
FBgn0047199,3R,protein_coding,CG31517,6.15E-01,7.98E-01,1.53E-03,3.25E-03,1.97E-01,3.52E-01,2.20E-02,5.38E-02,11.84,10.85,13.35,9.34,14.6,9.08,12.1,9.6,,
FBgn0047205,3L,ncRNA,CR32385,2.06E-02,1.28E-01,2.68E-07,1.09E-06,5.02E-03,2.05E-02,4.70E-06,6.90E-05,40.54,21,23.19,38.35,29.53,51.56,16.85,25.15,,
FBgn0047330,3L,protein_coding,CG32235,9.30E-01,9.69E-01,4.31E-01,5.07E-01,5.37E-01,6.93E-01,4.65E-02,9.62E-02,0.2,0.21,0.15,0.26,0.1,0.29,0.2,0.23,,
FBgn0047334,3L,protein_coding,BG642312,2.14E-02,1.30E-01,5.33E-22,5.39E-19,3.06E-11,1.46E-08,1.19E-02,3.36E-02,"7,730.14","6,432.07",10681.56,3480.65,"12,686.31","2,773.97","8,676.80","4,187.33",,
FBgn0047338,3L,protein_coding,CG32148,7.69E-01,8.90E-01,2.95E-08,1.43E-07,3.72E-03,1.61E-02,3.36E-02,7.52E-02,547.9,539.06,612.94,474.02,646.35,449.44,579.52,498.61,,
FBgn0047351,3R,protein_coding,CG31468,9.32E-01,9.70E-01,1.74E-09,1.09E-08,3.02E-03,1.36E-02,6.43E-04,3.57E-03,"2,179.77","2,165.66",2484.69,1860.74,"2,607.72","1,751.83","2,361.67","1,969.64",,
FBgn0050000,2R,protein_coding,GstT1,2.47E-01,4.99E-01,3.59E-06,1.19E-05,7.46E-03,2.81E-02,5.56E-03,1.89E-02,308.58,291.15,278.64,321.09,276.72,340.45,280.57,301.73,,
FBgn0050001,2R,protein_coding,CG30001,8.63E-01,9.38E-01,2.54E-02,4.24E-02,6.36E-01,7.71E-01,3.70E-01,4.71E-01,12.99,12.77,11.52,14.24,11.35,14.63,11.68,13.86,,
FBgn0050005,2R,protein_coding,GstT2,2.51E-04,1.59E-02,4.34E-02,6.88E-02,1.93E-01,3.47E-01,5.56E-01,6.35E-01,130.75,156.85,139.04,148.56,122.99,138.51,155.09,158.61,,
FBgn0050007,2R,protein_coding,CG30007,9.03E-03,8.35E-02,1.17E-01,1.66E-01,6.12E-01,7.53E-01,1.38E-02,3.80E-02,782.85,665.73,708.40,740.19,771.99,793.72,644.8,686.65,,
FBgn0050008,2R,protein_coding,CG30008,7.81E-01,8.98E-01,1.84E-02,3.15E-02,3.56E-01,5.29E-01,1.84E-07,4.82E-06,"3,964.78","4,083.55",4170.25,3878.09,"4,056.08","3,873.49","4,284.42","3,882.69",,
